,unixdatetime,value
0,1458431961,0.0
1,1458431962,0.0
2,1458431963,0.0
3,1458431964,0.0
4,1458431965,0.001
5,1458431966,0.001
6,1458431967,0.001
7,1458431968,0.001
8,1458431969,0.001
9,1458431970,0.002
10,1458431971,0.003
11,1458431972,0.003
12,1458431973,0.004
13,1458431974,0.004
14,1458431975,0.004
15,1458431976,0.004
16,1458431977,0.004
17,1458431978,0.004
18,1458431979,0.005
19,1458431980,0.005
20,1458431981,0.005
21,1458431982,0.005
22,1458431983,0.005
23,1458431984,0.006
24,1458431985,0.007
25,1458431986,0.007
26,1458431987,0.007
27,1458431988,0.007
28,1458431989,0.008
29,1458431990,0.008
30,1458431991,0.008
31,1458431992,0.008
32,1458431993,0.009
33,1458431994,0.009
34,1458431995,0.009
35,1458431996,0.009
36,1458431997,0.01
37,1458431998,0.01
38,1458431999,0.01
39,1458432000,0.01
