,unixdatetime,value
0,1454975961,0.0
1,1454975962,0.0
2,1454975963,0.001
3,1454975964,0.001
4,1454975965,0.002
5,1454975966,0.002
6,1454975967,0.002
7,1454975968,0.002
8,1454975969,0.003
9,1454975970,0.003
10,1454975971,0.003
11,1454975972,0.003
12,1454975973,0.004
13,1454975974,0.004
14,1454975975,0.004
15,1454975976,0.005
16,1454975977,0.005
17,1454975978,0.005
18,1454975979,0.005
19,1454975980,0.006
20,1454975981,0.006
21,1454975982,0.006
22,1454975983,0.006
23,1454975984,0.006
24,1454975985,0.007
25,1454975986,0.007
26,1454975987,0.008
27,1454975988,0.008
28,1454975989,0.008
29,1454975990,0.008
30,1454975991,0.008
31,1454975992,0.008
32,1454975993,0.009
33,1454975994,0.009
34,1454975995,0.009
35,1454975996,0.009
36,1454975997,0.009
37,1454975998,0.009
38,1454975999,0.009
39,1454976000,0.01
