,unixdatetime,value
0,1459123161,0.005
1,1459123162,0.027
2,1459123163,0.03
3,1459123164,0.033
4,1459123165,0.036
5,1459123166,0.041
6,1459123167,0.042
7,1459123168,0.045
8,1459123169,0.049
9,1459123170,0.049
10,1459123171,0.062
11,1459123172,0.065
12,1459123173,0.073
13,1459123174,0.1
14,1459123175,0.127
15,1459123176,0.144
16,1459123177,0.15
17,1459123178,0.154
18,1459123179,0.166
19,1459123180,0.175
20,1459123181,0.183
21,1459123182,0.186
22,1459123183,0.196
23,1459123184,0.198
24,1459123185,0.204
25,1459123186,0.206
26,1459123187,0.225
27,1459123188,0.228
28,1459123189,0.232
29,1459123190,0.237
30,1459123191,0.241
31,1459123192,0.255
32,1459123193,0.269
33,1459123194,0.273
34,1459123195,0.305
35,1459123196,0.308
36,1459123197,0.311
37,1459123198,0.318
38,1459123199,0.318
39,1459123200,0.32
