,unixdatetime,value
0,1462665561,0.0
1,1462665562,0.001
2,1462665563,0.002
3,1462665564,0.002
4,1462665565,0.003
5,1462665566,0.004
6,1462665567,0.004
7,1462665568,0.004
8,1462665569,0.005
9,1462665570,0.005
10,1462665571,0.005
11,1462665572,0.009
12,1462665573,0.009
13,1462665574,0.009
14,1462665575,0.01
15,1462665576,0.01
16,1462665577,0.01
17,1462665578,0.011
18,1462665579,0.011
19,1462665580,0.012
20,1462665581,0.012
21,1462665582,0.012
22,1462665583,0.014
23,1462665584,0.014
24,1462665585,0.015
25,1462665586,0.015
26,1462665587,0.015
27,1462665588,0.016
28,1462665589,0.016
29,1462665590,0.016
30,1462665591,0.016
31,1462665592,0.017
32,1462665593,0.017
33,1462665594,0.018
34,1462665595,0.018
35,1462665596,0.018
36,1462665597,0.018
37,1462665598,0.019
38,1462665599,0.02
39,1462665600,0.02
