,unixdatetime,value
0,1463183961,0.005
1,1463183962,0.03
2,1463183963,0.038
3,1463183964,0.04
4,1463183965,0.044
5,1463183966,0.054
6,1463183967,0.077
7,1463183968,0.077
8,1463183969,0.09
9,1463183970,0.106
10,1463183971,0.114
11,1463183972,0.122
12,1463183973,0.122
13,1463183974,0.129
14,1463183975,0.133
15,1463183976,0.133
16,1463183977,0.136
17,1463183978,0.144
18,1463183979,0.148
19,1463183980,0.17
20,1463183981,0.171
21,1463183982,0.177
22,1463183983,0.18
23,1463183984,0.185
24,1463183985,0.191
25,1463183986,0.193
26,1463183987,0.208
27,1463183988,0.231
28,1463183989,0.243
29,1463183990,0.243
30,1463183991,0.248
31,1463183992,0.254
32,1463183993,0.265
33,1463183994,0.302
34,1463183995,0.325
35,1463183996,0.328
36,1463183997,0.332
37,1463183998,0.354
38,1463183999,0.367
39,1463184000,0.37
