,unixdatetime,value
0,1469750361,0.0
1,1469750362,0.001
2,1469750363,0.001
3,1469750364,0.001
4,1469750365,0.001
5,1469750366,0.001
6,1469750367,0.001
7,1469750368,0.001
8,1469750369,0.002
9,1469750370,0.002
10,1469750371,0.003
11,1469750372,0.003
12,1469750373,0.003
13,1469750374,0.003
14,1469750375,0.004
15,1469750376,0.004
16,1469750377,0.004
17,1469750378,0.004
18,1469750379,0.004
19,1469750380,0.004
20,1469750381,0.004
21,1469750382,0.005
22,1469750383,0.005
23,1469750384,0.005
24,1469750385,0.006
25,1469750386,0.006
26,1469750387,0.006
27,1469750388,0.007
28,1469750389,0.007
29,1469750390,0.007
30,1469750391,0.007
31,1469750392,0.008
32,1469750393,0.008
33,1469750394,0.008
34,1469750395,0.008
35,1469750396,0.009
36,1469750397,0.009
37,1469750398,0.01
38,1469750399,0.01
39,1469750400,0.01
