,unixdatetime,value
0,1463875161,0.001
1,1463875162,0.006
2,1463875163,0.039
3,1463875164,0.044
4,1463875165,0.055
5,1463875166,0.061
6,1463875167,0.085
7,1463875168,0.089
8,1463875169,0.092
9,1463875170,0.112
10,1463875171,0.112
11,1463875172,0.123
12,1463875173,0.149
13,1463875174,0.149
14,1463875175,0.15
15,1463875176,0.152
16,1463875177,0.174
17,1463875178,0.175
18,1463875179,0.176
19,1463875180,0.179
20,1463875181,0.179
21,1463875182,0.193
22,1463875183,0.202
23,1463875184,0.217
24,1463875185,0.225
25,1463875186,0.229
26,1463875187,0.246
27,1463875188,0.248
28,1463875189,0.248
29,1463875190,0.254
30,1463875191,0.273
31,1463875192,0.286
32,1463875193,0.295
33,1463875194,0.3
34,1463875195,0.312
35,1463875196,0.315
36,1463875197,0.328
37,1463875198,0.344
38,1463875199,0.358
39,1463875200,0.36
