,unixdatetime,value
0,1459641561,0.001
1,1459641562,0.001
2,1459641563,0.001
3,1459641564,0.001
4,1459641565,0.002
5,1459641566,0.002
6,1459641567,0.002
7,1459641568,0.003
8,1459641569,0.003
9,1459641570,0.003
10,1459641571,0.004
11,1459641572,0.004
12,1459641573,0.005
13,1459641574,0.005
14,1459641575,0.005
15,1459641576,0.005
16,1459641577,0.006
17,1459641578,0.006
18,1459641579,0.006
19,1459641580,0.006
20,1459641581,0.006
21,1459641582,0.006
22,1459641583,0.006
23,1459641584,0.006
24,1459641585,0.007
25,1459641586,0.007
26,1459641587,0.008
27,1459641588,0.008
28,1459641589,0.009
29,1459641590,0.009
30,1459641591,0.009
31,1459641592,0.009
32,1459641593,0.009
33,1459641594,0.009
34,1459641595,0.01
35,1459641596,0.01
36,1459641597,0.01
37,1459641598,0.01
38,1459641599,0.01
39,1459641600,0.01
