,unixdatetime,value
0,1461369561,0.0
1,1461369562,0.0
2,1461369563,0.001
3,1461369564,0.001
4,1461369565,0.001
5,1461369566,0.001
6,1461369567,0.002
7,1461369568,0.002
8,1461369569,0.003
9,1461369570,0.003
10,1461369571,0.003
11,1461369572,0.003
12,1461369573,0.003
13,1461369574,0.003
14,1461369575,0.003
15,1461369576,0.003
16,1461369577,0.004
17,1461369578,0.004
18,1461369579,0.004
19,1461369580,0.005
20,1461369581,0.005
21,1461369582,0.006
22,1461369583,0.006
23,1461369584,0.006
24,1461369585,0.007
25,1461369586,0.007
26,1461369587,0.007
27,1461369588,0.007
28,1461369589,0.007
29,1461369590,0.008
30,1461369591,0.009
31,1461369592,0.009
32,1461369593,0.009
33,1461369594,0.009
34,1461369595,0.01
35,1461369596,0.01
36,1461369597,0.01
37,1461369598,0.01
38,1461369599,0.01
39,1461369600,0.01
