,unixdatetime,value
0,1457567961,0.007
1,1457567962,0.012
2,1457567963,0.04
3,1457567964,0.097
4,1457567965,0.098
5,1457567966,0.119
6,1457567967,0.131
7,1457567968,0.144
8,1457567969,0.156
9,1457567970,0.159
10,1457567971,0.17
11,1457567972,0.171
12,1457567973,0.173
13,1457567974,0.183
14,1457567975,0.19
15,1457567976,0.194
16,1457567977,0.242
17,1457567978,0.268
18,1457567979,0.273
19,1457567980,0.291
20,1457567981,0.296
21,1457567982,0.35
22,1457567983,0.358
23,1457567984,0.358
24,1457567985,0.382
25,1457567986,0.383
26,1457567987,0.392
27,1457567988,0.399
28,1457567989,0.405
29,1457567990,0.408
30,1457567991,0.415
31,1457567992,0.421
32,1457567993,0.427
33,1457567994,0.482
34,1457567995,0.493
35,1457567996,0.507
36,1457567997,0.507
37,1457567998,0.509
38,1457567999,0.516
39,1457568000,0.52
