,unixdatetime,value
0,1465171161,0.011
1,1465171162,0.012
2,1465171163,0.019
3,1465171164,0.023
4,1465171165,0.044
5,1465171166,0.045
6,1465171167,0.05
7,1465171168,0.059
8,1465171169,0.06
9,1465171170,0.076
10,1465171171,0.083
11,1465171172,0.092
12,1465171173,0.095
13,1465171174,0.097
14,1465171175,0.097
15,1465171176,0.101
16,1465171177,0.113
17,1465171178,0.122
18,1465171179,0.128
19,1465171180,0.141
20,1465171181,0.155
21,1465171182,0.171
22,1465171183,0.188
23,1465171184,0.197
24,1465171185,0.198
25,1465171186,0.203
26,1465171187,0.203
27,1465171188,0.21
28,1465171189,0.213
29,1465171190,0.227
30,1465171191,0.235
31,1465171192,0.236
32,1465171193,0.237
33,1465171194,0.238
34,1465171195,0.242
35,1465171196,0.258
36,1465171197,0.279
37,1465171198,0.301
38,1465171199,0.31
39,1465171200,0.34
