,unixdatetime,value
0,1462579161,0.0
1,1462579162,0.001
2,1462579163,0.001
3,1462579164,0.002
4,1462579165,0.002
5,1462579166,0.003
6,1462579167,0.004
7,1462579168,0.005
8,1462579169,0.008
9,1462579170,0.008
10,1462579171,0.008
11,1462579172,0.008
12,1462579173,0.009
13,1462579174,0.01
14,1462579175,0.01
15,1462579176,0.01
16,1462579177,0.01
17,1462579178,0.011
18,1462579179,0.011
19,1462579180,0.011
20,1462579181,0.012
21,1462579182,0.014
22,1462579183,0.015
23,1462579184,0.015
24,1462579185,0.016
25,1462579186,0.017
26,1462579187,0.017
27,1462579188,0.018
28,1462579189,0.019
29,1462579190,0.021
30,1462579191,0.023
31,1462579192,0.024
32,1462579193,0.025
33,1462579194,0.026
34,1462579195,0.026
35,1462579196,0.027
36,1462579197,0.028
37,1462579198,0.028
38,1462579199,0.03
39,1462579200,0.03
