,unixdatetime,value
0,1470700761,0.0
1,1470700762,0.001
2,1470700763,0.002
3,1470700764,0.003
4,1470700765,0.004
5,1470700766,0.005
6,1470700767,0.006
7,1470700768,0.006
8,1470700769,0.007
9,1470700770,0.007
10,1470700771,0.008
11,1470700772,0.01
12,1470700773,0.013
13,1470700774,0.014
14,1470700775,0.014
15,1470700776,0.015
16,1470700777,0.016
17,1470700778,0.017
18,1470700779,0.017
19,1470700780,0.017
20,1470700781,0.019
21,1470700782,0.019
22,1470700783,0.021
23,1470700784,0.021
24,1470700785,0.022
25,1470700786,0.022
26,1470700787,0.022
27,1470700788,0.023
28,1470700789,0.024
29,1470700790,0.024
30,1470700791,0.024
31,1470700792,0.026
32,1470700793,0.026
33,1470700794,0.027
34,1470700795,0.027
35,1470700796,0.027
36,1470700797,0.028
37,1470700798,0.029
38,1470700799,0.03
39,1470700800,0.03
