,unixdatetime,value
0,1462319961,0.003
1,1462319962,0.006
2,1462319963,0.007
3,1462319964,0.007
4,1462319965,0.007
5,1462319966,0.009
6,1462319967,0.01
7,1462319968,0.011
8,1462319969,0.011
9,1462319970,0.014
10,1462319971,0.018
11,1462319972,0.018
12,1462319973,0.021
13,1462319974,0.024
14,1462319975,0.03
15,1462319976,0.032
16,1462319977,0.033
17,1462319978,0.033
18,1462319979,0.034
19,1462319980,0.034
20,1462319981,0.038
21,1462319982,0.038
22,1462319983,0.04
23,1462319984,0.041
24,1462319985,0.051
25,1462319986,0.055
26,1462319987,0.062
27,1462319988,0.064
28,1462319989,0.065
29,1462319990,0.067
30,1462319991,0.076
31,1462319992,0.077
32,1462319993,0.079
33,1462319994,0.08
34,1462319995,0.082
35,1462319996,0.087
36,1462319997,0.087
37,1462319998,0.099
38,1462319999,0.099
39,1462320000,0.1
