,unixdatetime,value
0,1456876761,0.0
1,1456876762,0.0
2,1456876763,0.001
3,1456876764,0.001
4,1456876765,0.001
5,1456876766,0.001
6,1456876767,0.002
7,1456876768,0.002
8,1456876769,0.002
9,1456876770,0.003
10,1456876771,0.003
11,1456876772,0.003
12,1456876773,0.003
13,1456876774,0.003
14,1456876775,0.004
15,1456876776,0.004
16,1456876777,0.004
17,1456876778,0.004
18,1456876779,0.005
19,1456876780,0.005
20,1456876781,0.005
21,1456876782,0.005
22,1456876783,0.006
23,1456876784,0.006
24,1456876785,0.006
25,1456876786,0.006
26,1456876787,0.007
27,1456876788,0.007
28,1456876789,0.007
29,1456876790,0.007
30,1456876791,0.008
31,1456876792,0.008
32,1456876793,0.008
33,1456876794,0.009
34,1456876795,0.009
35,1456876796,0.009
36,1456876797,0.009
37,1456876798,0.01
38,1456876799,0.01
39,1456876800,0.01
