,unixdatetime,value
0,1457827161,0.008
1,1457827162,0.011
2,1457827163,0.013
3,1457827164,0.018
4,1457827165,0.034
5,1457827166,0.037
6,1457827167,0.039
7,1457827168,0.045
8,1457827169,0.075
9,1457827170,0.094
10,1457827171,0.095
11,1457827172,0.096
12,1457827173,0.11
13,1457827174,0.113
14,1457827175,0.115
15,1457827176,0.118
16,1457827177,0.125
17,1457827178,0.125
18,1457827179,0.137
19,1457827180,0.155
20,1457827181,0.165
21,1457827182,0.169
22,1457827183,0.175
23,1457827184,0.182
24,1457827185,0.186
25,1457827186,0.189
26,1457827187,0.198
27,1457827188,0.203
28,1457827189,0.214
29,1457827190,0.217
30,1457827191,0.221
31,1457827192,0.243
32,1457827193,0.247
33,1457827194,0.247
34,1457827195,0.248
35,1457827196,0.255
36,1457827197,0.257
37,1457827198,0.257
38,1457827199,0.263
39,1457827200,0.27
