,Unixdatetime,values
0,1463184000.0,0.02
1,1463185800.0,0.18
2,1463187600.0,0.43
3,1463189400.0,0.13
4,1463191200.0,0.63
5,1463193000.0,0.04
6,1463194800.0,0.04
7,1463196600.0,0.03
8,1463198400.0,0.58
9,1463200200.0,0.57
10,1463202000.0,0.41
11,1463203800.0,0.17
12,1463205600.0,0.06
13,1463207400.0,0.59
14,1463209200.0,0.05
15,1463211000.0,0.29
16,1463212800.0,0.5
17,1463214600.0,0.2
18,1463216400.0,0.44
19,1463218200.0,0.14
20,1463220000.0,0.28
21,1463221800.0,0.04
22,1463223600.0,0.04
23,1463225400.0,0.14
24,1463227200.0,0.45
25,1463229000.0,0.61
26,1463230800.0,0.31
27,1463232600.0,0.2
28,1463234400.0,0.07
29,1463236200.0,0.25
30,1463238000.0,0.3
31,1463239800.0,0.16
32,1463241600.0,0.26
33,1463243400.0,0.11
34,1463245200.0,0.05
35,1463247000.0,0.09
36,1463248800.0,0.01
37,1463250600.0,0.33
38,1463252400.0,0.57
39,1463254200.0,0.4
40,1463256000.0,0.07
41,1463257800.0,0.28
42,1463259600.0,0.45
43,1463261400.0,0.07
44,1463263200.0,0.16
45,1463265000.0,0.08
46,1463266800.0,0.31
47,1463268600.0,0.61
48,1463270400.0,0.02
49,1463272200.0,0.05
50,1463274000.0,0.09
51,1463275800.0,0.07
52,1463277600.0,0.59
53,1463279400.0,0.56
54,1463281200.0,0.33
55,1463283000.0,0.45
56,1463284800.0,0.17
57,1463286600.0,0.06
58,1463288400.0,0.19
59,1463290200.0,0.25
60,1463292000.0,0.36
61,1463293800.0,0.29
62,1463295600.0,0.69
63,1463297400.0,0.01
64,1463299200.0,0.03
65,1463301000.0,0.5
66,1463302800.0,0.3
67,1463304600.0,0.06
68,1463306400.0,0.14
69,1463308200.0,0.12
70,1463310000.0,0.28
71,1463311800.0,0.08
72,1463313600.0,0.31
73,1463315400.0,0.4
74,1463317200.0,0.32
75,1463319000.0,0.08
76,1463320800.0,0.23
77,1463322600.0,0.28
78,1463324400.0,0.24
79,1463326200.0,0.54
80,1463328000.0,0.06
81,1463329800.0,0.11
82,1463331600.0,0.12
83,1463333400.0,0.21
84,1463335200.0,0.21
85,1463337000.0,0.02
86,1463338800.0,0.17
87,1463340600.0,0.46
88,1463342400.0,0.29
89,1463344200.0,0.31
90,1463346000.0,0.03
91,1463347800.0,0.13
92,1463349600.0,0.24
93,1463351400.0,0.29
94,1463353200.0,0.22
95,1463355000.0,0.33
96,1463356800.0,0.19
97,1463358600.0,0.27
98,1463360400.0,0.6
99,1463362200.0,0.26
100,1463364000.0,0.17
101,1463365800.0,0.12
102,1463367600.0,0.17
103,1463369400.0,0.06
104,1463371200.0,0.32
105,1463373000.0,0.12
106,1463374800.0,0.34
107,1463376600.0,0.13
108,1463378400.0,0.1
109,1463380200.0,0.29
110,1463382000.0,0.06
111,1463383800.0,0.74
112,1463385600.0,0.07
113,1463387400.0,0.12
114,1463389200.0,0.23
115,1463391000.0,0.36
116,1463392800.0,0.08
117,1463394600.0,0.49
118,1463396400.0,0.5
119,1463398200.0,0.03
120,1463400000.0,0.13
121,1463401800.0,0.39
122,1463403600.0,0.01
123,1463405400.0,0.36
124,1463407200.0,0.05
125,1463409000.0,0.48
126,1463410800.0,0.01
127,1463412600.0,0.65
128,1463414400.0,0.03
129,1463416200.0,0.29
130,1463418000.0,0.35
131,1463419800.0,0.38
132,1463421600.0,0.23
133,1463423400.0,0.05
134,1463425200.0,0.27
135,1463427000.0,0.31
136,1463428800.0,0.36
137,1463430600.0,0.76
138,1463432400.0,0.12
139,1463434200.0,0.26
140,1463436000.0,0.08
141,1463437800.0,0.07
142,1463439600.0,0.45
143,1463441400.0,0.3
144,1463443200.0,0.38
145,1463445000.0,0.26
146,1463446800.0,0.54
147,1463448600.0,0.26
148,1463450400.0,0.15
149,1463452200.0,0.44
150,1463454000.0,0.21
151,1463455800.0,0.29
152,1463457600.0,0.1
153,1463459400.0,0.08
154,1463461200.0,0.26
155,1463463000.0,0.58
156,1463464800.0,0.47
157,1463466600.0,0.44
158,1463468400.0,0.05
159,1463470200.0,0.32
160,1463472000.0,0.73
161,1463473800.0,0.2
162,1463475600.0,0.59
163,1463477400.0,0.45
164,1463479200.0,0.11
165,1463481000.0,0.57
166,1463482800.0,0.09
167,1463484600.0,0.24
168,1463486400.0,0.69
169,1463488200.0,0.25
170,1463490000.0,0.08
171,1463491800.0,0.47
172,1463493600.0,0.1
173,1463495400.0,0.07
174,1463497200.0,0.35
175,1463499000.0,0.04
176,1463500800.0,0.29
177,1463502600.0,0.3
178,1463504400.0,0.07
179,1463506200.0,0.22
180,1463508000.0,0.09
181,1463509800.0,0.32
182,1463511600.0,0.38
183,1463513400.0,0.35
184,1463515200.0,0.05
185,1463517000.0,0.41
186,1463518800.0,0.1
187,1463520600.0,0.35
188,1463522400.0,0.01
189,1463524200.0,0.53
190,1463526000.0,0.05
191,1463527800.0,0.46
