,Unixdatetime,values
0,1460332800.0,0.17
1,1460334600.0,0.26
2,1460336400.0,0.18
3,1460338200.0,0.22
4,1460340000.0,0.1
5,1460341800.0,0.6
6,1460343600.0,0.14
7,1460345400.0,0.17
8,1460347200.0,0.7
9,1460349000.0,0.12
10,1460350800.0,0.52
11,1460352600.0,0.46
12,1460354400.0,0.17
13,1460356200.0,0.54
14,1460358000.0,0.21
15,1460359800.0,0.26
16,1460361600.0,0.08
17,1460363400.0,0.0
18,1460365200.0,0.36
19,1460367000.0,0.32
20,1460368800.0,0.56
21,1460370600.0,0.21
22,1460372400.0,0.38
23,1460374200.0,0.2
24,1460376000.0,0.0
25,1460377800.0,0.05
26,1460379600.0,0.26
27,1460381400.0,0.21
28,1460383200.0,0.46
29,1460385000.0,0.32
30,1460386800.0,0.33
31,1460388600.0,0.18
32,1460390400.0,0.3
33,1460392200.0,0.46
34,1460394000.0,0.03
35,1460395800.0,0.11
36,1460397600.0,0.21
37,1460399400.0,0.05
38,1460401200.0,0.02
39,1460403000.0,0.33
40,1460404800.0,0.24
41,1460406600.0,0.3
42,1460408400.0,0.07
43,1460410200.0,0.0
44,1460412000.0,0.06
45,1460413800.0,0.14
46,1460415600.0,0.17
47,1460417400.0,0.28
