,Unixdatetime,values
0,1469318400.0,0.5
1,1469320200.0,0.15
2,1469322000.0,0.47
3,1469323800.0,0.17
4,1469325600.0,0.95
5,1469327400.0,0.21
6,1469329200.0,0.34
7,1469331000.0,0.51
8,1469332800.0,0.03
9,1469334600.0,0.99
10,1469336400.0,0.43
11,1469338200.0,0.48
12,1469340000.0,0.51
13,1469341800.0,0.62
14,1469343600.0,0.0
15,1469345400.0,0.66
16,1469347200.0,0.33
17,1469349000.0,0.56
18,1469350800.0,0.32
19,1469352600.0,0.63
20,1469354400.0,0.52
21,1469356200.0,0.67
22,1469358000.0,0.65
23,1469359800.0,0.5
24,1469361600.0,0.46
25,1469363400.0,0.26
26,1469365200.0,0.23
27,1469367000.0,0.05
28,1469368800.0,0.18
29,1469370600.0,0.3
30,1469372400.0,0.11
31,1469374200.0,0.09
32,1469376000.0,0.13
33,1469377800.0,1.01
34,1469379600.0,0.54
35,1469381400.0,0.2
36,1469383200.0,0.51
37,1469385000.0,0.88
38,1469386800.0,0.53
39,1469388600.0,0.46
40,1469390400.0,0.36
41,1469392200.0,0.78
42,1469394000.0,0.16
43,1469395800.0,0.18
44,1469397600.0,0.98
45,1469399400.0,0.55
46,1469401200.0,1.04
47,1469403000.0,0.32
48,1469404800.0,0.1
49,1469406600.0,0.06
50,1469408400.0,0.22
51,1469410200.0,0.62
52,1469412000.0,0.15
53,1469413800.0,0.58
54,1469415600.0,0.08
55,1469417400.0,0.07
56,1469419200.0,0.45
57,1469421000.0,0.87
58,1469422800.0,0.22
59,1469424600.0,1.05
60,1469426400.0,0.15
61,1469428200.0,0.8
62,1469430000.0,0.81
63,1469431800.0,0.17
64,1469433600.0,0.18
65,1469435400.0,0.24
66,1469437200.0,0.5
67,1469439000.0,0.38
68,1469440800.0,0.01
69,1469442600.0,0.14
70,1469444400.0,0.5
71,1469446200.0,0.73
72,1469448000.0,0.13
73,1469449800.0,0.73
74,1469451600.0,1.14
75,1469453400.0,0.93
76,1469455200.0,0.21
77,1469457000.0,0.18
78,1469458800.0,0.38
79,1469460600.0,0.65
80,1469462400.0,0.02
81,1469464200.0,0.62
82,1469466000.0,0.62
83,1469467800.0,0.39
84,1469469600.0,0.44
85,1469471400.0,0.54
86,1469473200.0,0.12
87,1469475000.0,0.43
88,1469476800.0,1.04
89,1469478600.0,0.43
90,1469480400.0,0.69
91,1469482200.0,0.36
92,1469484000.0,0.36
93,1469485800.0,0.31
94,1469487600.0,0.22
95,1469489400.0,0.87
96,1469491200.0,0.09
97,1469493000.0,0.61
98,1469494800.0,0.02
99,1469496600.0,0.53
100,1469498400.0,0.31
101,1469500200.0,0.17
102,1469502000.0,0.92
103,1469503800.0,0.18
104,1469505600.0,0.93
105,1469507400.0,0.22
106,1469509200.0,0.1
107,1469511000.0,0.54
108,1469512800.0,0.75
109,1469514600.0,0.55
110,1469516400.0,0.2
111,1469518200.0,0.94
112,1469520000.0,0.34
113,1469521800.0,0.57
114,1469523600.0,0.32
115,1469525400.0,0.69
116,1469527200.0,0.55
117,1469529000.0,0.36
118,1469530800.0,0.17
119,1469532600.0,0.45
120,1469534400.0,0.86
121,1469536200.0,0.57
122,1469538000.0,0.27
123,1469539800.0,0.1
124,1469541600.0,0.1
125,1469543400.0,0.77
126,1469545200.0,0.91
127,1469547000.0,0.59
128,1469548800.0,0.15
129,1469550600.0,0.65
130,1469552400.0,0.89
131,1469554200.0,0.72
132,1469556000.0,0.35
133,1469557800.0,0.57
134,1469559600.0,0.33
135,1469561400.0,0.59
136,1469563200.0,0.44
137,1469565000.0,0.58
138,1469566800.0,0.26
139,1469568600.0,0.37
140,1469570400.0,0.45
141,1469572200.0,0.71
142,1469574000.0,0.52
143,1469575800.0,0.53
144,1469577600.0,0.3
145,1469579400.0,0.51
146,1469581200.0,0.8
147,1469583000.0,1.27
148,1469584800.0,0.02
149,1469586600.0,0.27
150,1469588400.0,0.12
151,1469590200.0,0.38
152,1469592000.0,0.68
153,1469593800.0,0.37
154,1469595600.0,0.38
155,1469597400.0,0.23
156,1469599200.0,0.21
157,1469601000.0,0.21
158,1469602800.0,0.66
159,1469604600.0,0.54
160,1469606400.0,0.48
161,1469608200.0,0.57
162,1469610000.0,0.55
163,1469611800.0,0.04
164,1469613600.0,0.89
165,1469615400.0,0.03
166,1469617200.0,0.19
167,1469619000.0,0.83
168,1469620800.0,0.69
169,1469622600.0,0.5
170,1469624400.0,0.35
171,1469626200.0,1.08
172,1469628000.0,0.49
173,1469629800.0,0.3
174,1469631600.0,0.59
175,1469633400.0,0.46
176,1469635200.0,0.88
177,1469637000.0,0.18
178,1469638800.0,0.09
179,1469640600.0,0.08
180,1469642400.0,0.34
181,1469644200.0,0.17
182,1469646000.0,0.14
183,1469647800.0,0.43
184,1469649600.0,0.49
185,1469651400.0,0.25
186,1469653200.0,0.23
187,1469655000.0,0.09
188,1469656800.0,0.67
189,1469658600.0,1.22
190,1469660400.0,0.39
191,1469662200.0,0.35
