,Unixdatetime,values
0,1466035200.0,0.29
1,1466037000.0,0.55
2,1466038800.0,0.74
3,1466040600.0,0.91
4,1466042400.0,0.91
5,1466044200.0,0.15
6,1466046000.0,0.24
7,1466047800.0,0.96
8,1466049600.0,1.19
9,1466051400.0,0.06
10,1466053200.0,0.5
11,1466055000.0,0.31
12,1466056800.0,0.28
13,1466058600.0,0.49
14,1466060400.0,0.29
15,1466062200.0,0.62
16,1466064000.0,0.94
17,1466065800.0,0.15
18,1466067600.0,0.59
19,1466069400.0,0.11
20,1466071200.0,0.26
21,1466073000.0,0.32
22,1466074800.0,1.08
23,1466076600.0,0.29
24,1466078400.0,0.54
25,1466080200.0,0.75
26,1466082000.0,0.08
27,1466083800.0,0.65
28,1466085600.0,0.4
29,1466087400.0,0.59
30,1466089200.0,0.48
31,1466091000.0,0.58
32,1466092800.0,0.09
33,1466094600.0,0.23
34,1466096400.0,0.45
35,1466098200.0,0.25
36,1466100000.0,0.23
37,1466101800.0,0.77
38,1466103600.0,0.43
39,1466105400.0,0.16
40,1466107200.0,0.64
41,1466109000.0,0.14
42,1466110800.0,0.47
43,1466112600.0,0.68
44,1466114400.0,0.86
45,1466116200.0,0.03
46,1466118000.0,1.11
47,1466119800.0,0.43
