,Unixdatetime,values
0,1469750400.0,0.18
1,1469752200.0,0.98
2,1469754000.0,0.12
3,1469755800.0,0.56
4,1469757600.0,0.63
5,1469759400.0,0.55
6,1469761200.0,0.15
7,1469763000.0,0.4
8,1469764800.0,0.51
9,1469766600.0,0.82
10,1469768400.0,0.45
11,1469770200.0,0.36
12,1469772000.0,0.16
13,1469773800.0,0.36
14,1469775600.0,0.67
15,1469777400.0,0.38
16,1469779200.0,0.76
17,1469781000.0,0.25
18,1469782800.0,1.51
19,1469784600.0,0.08
20,1469786400.0,0.56
21,1469788200.0,0.13
22,1469790000.0,0.2
23,1469791800.0,0.14
24,1469793600.0,0.53
25,1469795400.0,0.56
26,1469797200.0,0.28
27,1469799000.0,0.89
28,1469800800.0,0.12
29,1469802600.0,0.45
30,1469804400.0,0.85
31,1469806200.0,0.06
32,1469808000.0,0.73
33,1469809800.0,0.33
34,1469811600.0,0.28
35,1469813400.0,0.58
36,1469815200.0,0.3
37,1469817000.0,0.38
38,1469818800.0,0.24
39,1469820600.0,0.42
40,1469822400.0,0.27
41,1469824200.0,0.24
42,1469826000.0,0.18
43,1469827800.0,0.54
44,1469829600.0,0.29
45,1469831400.0,0.14
46,1469833200.0,0.3
47,1469835000.0,0.21
