,Unixdatetime,values
0,1469232000.0,0.69
1,1469233800.0,0.42
2,1469235600.0,0.18
3,1469237400.0,0.23
4,1469239200.0,0.61
5,1469241000.0,0.02
6,1469242800.0,0.63
7,1469244600.0,0.4
8,1469246400.0,0.73
9,1469248200.0,0.12
10,1469250000.0,0.13
11,1469251800.0,0.82
12,1469253600.0,0.79
13,1469255400.0,0.49
14,1469257200.0,0.28
15,1469259000.0,1.22
16,1469260800.0,1.07
17,1469262600.0,0.05
18,1469264400.0,0.38
19,1469266200.0,0.33
20,1469268000.0,0.68
21,1469269800.0,0.58
22,1469271600.0,0.6
23,1469273400.0,1.51
24,1469275200.0,0.69
25,1469277000.0,0.51
26,1469278800.0,0.42
27,1469280600.0,0.69
28,1469282400.0,0.2
29,1469284200.0,0.43
30,1469286000.0,0.14
31,1469287800.0,0.74
32,1469289600.0,0.48
33,1469291400.0,0.02
34,1469293200.0,1.01
35,1469295000.0,0.45
36,1469296800.0,0.95
37,1469298600.0,0.19
38,1469300400.0,0.18
39,1469302200.0,0.43
40,1469304000.0,0.18
41,1469305800.0,0.1
42,1469307600.0,0.35
43,1469309400.0,0.34
44,1469311200.0,1.08
45,1469313000.0,0.65
46,1469314800.0,0.66
47,1469316600.0,0.34
