,Unixdatetime,values
0,1464825600.0,0.23
1,1464827400.0,0.47
2,1464829200.0,0.28
3,1464831000.0,0.53
4,1464832800.0,0.32
5,1464834600.0,0.05
6,1464836400.0,0.79
7,1464838200.0,0.2
8,1464840000.0,0.15
9,1464841800.0,0.77
10,1464843600.0,0.69
11,1464845400.0,0.33
12,1464847200.0,0.22
13,1464849000.0,0.66
14,1464850800.0,0.36
15,1464852600.0,0.06
16,1464854400.0,0.92
17,1464856200.0,0.8
18,1464858000.0,0.23
19,1464859800.0,0.37
20,1464861600.0,0.45
21,1464863400.0,0.02
22,1464865200.0,0.06
23,1464867000.0,0.58
24,1464868800.0,0.96
25,1464870600.0,0.31
26,1464872400.0,0.41
27,1464874200.0,0.51
28,1464876000.0,0.68
29,1464877800.0,1.06
30,1464879600.0,0.8
31,1464881400.0,0.25
32,1464883200.0,0.85
33,1464885000.0,0.46
34,1464886800.0,0.25
35,1464888600.0,1.09
36,1464890400.0,0.27
37,1464892200.0,0.23
38,1464894000.0,0.39
39,1464895800.0,0.01
40,1464897600.0,0.23
41,1464899400.0,0.29
42,1464901200.0,0.64
43,1464903000.0,0.42
44,1464904800.0,0.74
45,1464906600.0,0.58
46,1464908400.0,0.5
47,1464910200.0,0.41
