,Unixdatetime,values
0,1467590400.0,0.41
1,1467592200.0,0.12
2,1467594000.0,0.5
3,1467595800.0,0.33
4,1467597600.0,0.45
5,1467599400.0,0.45
6,1467601200.0,0.36
7,1467603000.0,0.76
8,1467604800.0,0.47
9,1467606600.0,0.91
10,1467608400.0,0.02
11,1467610200.0,0.31
12,1467612000.0,0.12
13,1467613800.0,0.59
14,1467615600.0,0.92
15,1467617400.0,0.7
16,1467619200.0,0.44
17,1467621000.0,0.96
18,1467622800.0,0.3
19,1467624600.0,0.02
20,1467626400.0,0.03
21,1467628200.0,0.42
22,1467630000.0,0.3
23,1467631800.0,0.0
24,1467633600.0,0.11
25,1467635400.0,0.37
26,1467637200.0,0.31
27,1467639000.0,0.49
28,1467640800.0,0.33
29,1467642600.0,0.23
30,1467644400.0,0.01
31,1467646200.0,1.06
32,1467648000.0,0.31
33,1467649800.0,0.34
34,1467651600.0,0.46
35,1467653400.0,0.65
36,1467655200.0,0.06
37,1467657000.0,0.09
38,1467658800.0,0.15
39,1467660600.0,0.69
40,1467662400.0,0.71
41,1467664200.0,0.29
42,1467666000.0,0.51
43,1467667800.0,0.44
44,1467669600.0,0.3
45,1467671400.0,0.22
46,1467673200.0,0.5
47,1467675000.0,0.53
