,Unixdatetime,values
0,1461628800.0,0.27
1,1461630600.0,0.25
2,1461632400.0,0.05
3,1461634200.0,0.51
4,1461636000.0,0.26
5,1461637800.0,0.21
6,1461639600.0,0.18
7,1461641400.0,0.18
8,1461643200.0,0.31
9,1461645000.0,0.35
10,1461646800.0,0.13
11,1461648600.0,0.07
12,1461650400.0,0.39
13,1461652200.0,0.13
14,1461654000.0,0.07
15,1461655800.0,0.32
16,1461657600.0,0.16
17,1461659400.0,0.13
18,1461661200.0,0.32
19,1461663000.0,0.4
20,1461664800.0,0.49
21,1461666600.0,0.21
22,1461668400.0,0.24
23,1461670200.0,0.07
24,1461672000.0,0.04
25,1461673800.0,0.5
26,1461675600.0,0.41
27,1461677400.0,0.05
28,1461679200.0,0.39
29,1461681000.0,0.24
30,1461682800.0,0.28
31,1461684600.0,0.34
32,1461686400.0,0.23
33,1461688200.0,0.48
34,1461690000.0,0.25
35,1461691800.0,0.12
36,1461693600.0,0.25
37,1461695400.0,0.2
38,1461697200.0,0.13
39,1461699000.0,0.03
40,1461700800.0,0.15
41,1461702600.0,0.23
42,1461704400.0,0.39
43,1461706200.0,0.01
44,1461708000.0,0.1
45,1461709800.0,0.22
46,1461711600.0,0.13
47,1461713400.0,0.24
48,1461715200.0,0.24
49,1461717000.0,0.51
50,1461718800.0,0.36
51,1461720600.0,0.09
52,1461722400.0,0.55
53,1461724200.0,0.32
54,1461726000.0,0.12
55,1461727800.0,0.48
56,1461729600.0,0.04
57,1461731400.0,0.61
58,1461733200.0,0.78
59,1461735000.0,0.65
60,1461736800.0,0.02
61,1461738600.0,0.07
62,1461740400.0,0.06
63,1461742200.0,0.44
64,1461744000.0,0.24
65,1461745800.0,0.41
66,1461747600.0,0.06
67,1461749400.0,0.41
68,1461751200.0,0.68
69,1461753000.0,0.5
70,1461754800.0,0.23
71,1461756600.0,0.04
72,1461758400.0,0.61
73,1461760200.0,0.26
74,1461762000.0,0.22
75,1461763800.0,0.32
76,1461765600.0,0.03
77,1461767400.0,0.15
78,1461769200.0,0.19
79,1461771000.0,0.11
80,1461772800.0,0.05
81,1461774600.0,0.06
82,1461776400.0,0.07
83,1461778200.0,0.25
84,1461780000.0,0.1
85,1461781800.0,0.37
86,1461783600.0,0.27
87,1461785400.0,0.37
88,1461787200.0,0.22
89,1461789000.0,0.04
90,1461790800.0,0.76
91,1461792600.0,0.62
92,1461794400.0,0.37
93,1461796200.0,0.04
94,1461798000.0,0.05
95,1461799800.0,0.27
