,Unixdatetime,values
0,1467763200.0,0.5
1,1467765000.0,0.44
2,1467766800.0,0.46
3,1467768600.0,0.19
4,1467770400.0,0.36
5,1467772200.0,0.22
6,1467774000.0,0.61
7,1467775800.0,0.37
8,1467777600.0,0.32
9,1467779400.0,0.26
10,1467781200.0,0.48
11,1467783000.0,0.08
12,1467784800.0,0.08
13,1467786600.0,0.01
14,1467788400.0,0.16
15,1467790200.0,0.34
16,1467792000.0,0.3
17,1467793800.0,0.11
18,1467795600.0,0.12
19,1467797400.0,0.54
20,1467799200.0,0.86
21,1467801000.0,0.05
22,1467802800.0,0.41
23,1467804600.0,0.15
24,1467806400.0,0.63
25,1467808200.0,0.32
26,1467810000.0,0.06
27,1467811800.0,0.36
28,1467813600.0,0.09
29,1467815400.0,0.59
30,1467817200.0,0.04
31,1467819000.0,0.21
32,1467820800.0,0.65
33,1467822600.0,0.52
34,1467824400.0,0.28
35,1467826200.0,0.14
36,1467828000.0,0.59
37,1467829800.0,0.45
38,1467831600.0,0.43
39,1467833400.0,0.08
40,1467835200.0,0.48
41,1467837000.0,0.17
42,1467838800.0,1.22
43,1467840600.0,0.31
44,1467842400.0,0.43
45,1467844200.0,0.33
46,1467846000.0,1.08
47,1467847800.0,1.1
