,Unixdatetime,values
0,1469836800.0,0.23
1,1469838600.0,0.67
2,1469840400.0,1.17
3,1469842200.0,0.59
4,1469844000.0,0.25
5,1469845800.0,0.46
6,1469847600.0,0.13
7,1469849400.0,0.44
8,1469851200.0,0.83
9,1469853000.0,0.66
10,1469854800.0,0.36
11,1469856600.0,1.03
12,1469858400.0,0.3
13,1469860200.0,0.04
14,1469862000.0,0.05
15,1469863800.0,0.87
16,1469865600.0,0.8
17,1469867400.0,0.57
18,1469869200.0,0.46
19,1469871000.0,0.15
20,1469872800.0,0.17
21,1469874600.0,1.04
22,1469876400.0,0.5
23,1469878200.0,0.63
24,1469880000.0,0.8
25,1469881800.0,0.37
26,1469883600.0,0.59
27,1469885400.0,0.54
28,1469887200.0,0.66
29,1469889000.0,0.47
30,1469890800.0,0.19
31,1469892600.0,0.25
32,1469894400.0,0.87
33,1469896200.0,0.03
34,1469898000.0,0.29
35,1469899800.0,0.12
36,1469901600.0,0.86
37,1469903400.0,0.09
38,1469905200.0,0.25
39,1469907000.0,0.22
40,1469908800.0,0.03
41,1469910600.0,0.8
42,1469912400.0,0.92
43,1469914200.0,0.09
44,1469916000.0,0.5
45,1469917800.0,0.06
46,1469919600.0,0.52
47,1469921400.0,0.12
48,1469923200.0,0.73
49,1469925000.0,0.22
50,1469926800.0,0.14
51,1469928600.0,1.09
52,1469930400.0,0.83
53,1469932200.0,0.93
54,1469934000.0,0.09
55,1469935800.0,0.2
56,1469937600.0,0.05
57,1469939400.0,0.37
58,1469941200.0,0.41
59,1469943000.0,0.24
60,1469944800.0,0.58
61,1469946600.0,0.09
62,1469948400.0,0.76
63,1469950200.0,0.55
64,1469952000.0,0.55
65,1469953800.0,0.15
66,1469955600.0,0.0
67,1469957400.0,0.66
68,1469959200.0,0.55
69,1469961000.0,0.75
70,1469962800.0,0.67
71,1469964600.0,0.93
72,1469966400.0,0.65
73,1469968200.0,0.17
74,1469970000.0,0.43
75,1469971800.0,0.84
76,1469973600.0,0.18
77,1469975400.0,0.54
78,1469977200.0,0.81
79,1469979000.0,0.54
80,1469980800.0,0.18
81,1469982600.0,0.48
82,1469984400.0,0.21
83,1469986200.0,0.11
84,1469988000.0,0.48
85,1469989800.0,0.01
86,1469991600.0,0.98
87,1469993400.0,0.6
88,1469995200.0,0.23
89,1469997000.0,0.29
90,1469998800.0,0.72
91,1470000600.0,0.72
92,1470002400.0,0.96
93,1470004200.0,0.44
94,1470006000.0,0.57
95,1470007800.0,0.27
