,Unixdatetime,values
0,1467676800.0,0.81
1,1467678600.0,0.11
2,1467680400.0,0.08
3,1467682200.0,0.51
4,1467684000.0,0.16
5,1467685800.0,0.29
6,1467687600.0,0.28
7,1467689400.0,0.59
8,1467691200.0,0.1
9,1467693000.0,0.15
10,1467694800.0,0.2
11,1467696600.0,0.12
12,1467698400.0,0.74
13,1467700200.0,0.72
14,1467702000.0,1.04
15,1467703800.0,0.25
16,1467705600.0,0.89
17,1467707400.0,1.03
18,1467709200.0,0.76
19,1467711000.0,0.65
20,1467712800.0,0.58
21,1467714600.0,0.26
22,1467716400.0,0.44
23,1467718200.0,0.63
24,1467720000.0,0.75
25,1467721800.0,0.09
26,1467723600.0,0.42
27,1467725400.0,0.55
28,1467727200.0,0.32
29,1467729000.0,0.51
30,1467730800.0,0.08
31,1467732600.0,0.06
32,1467734400.0,0.03
33,1467736200.0,0.17
34,1467738000.0,0.64
35,1467739800.0,0.31
36,1467741600.0,0.73
37,1467743400.0,0.47
38,1467745200.0,0.77
39,1467747000.0,0.46
40,1467748800.0,0.21
41,1467750600.0,0.64
42,1467752400.0,0.55
43,1467754200.0,0.4
44,1467756000.0,0.59
45,1467757800.0,1.06
46,1467759600.0,0.26
47,1467761400.0,0.19
