,Unixdatetime,values
0,1453680000.0,0.66
1,1453681800.0,0.51
2,1453683600.0,0.45
3,1453685400.0,0.03
4,1453687200.0,0.27
5,1453689000.0,0.1
6,1453690800.0,0.61
7,1453692600.0,0.36
8,1453694400.0,0.07
9,1453696200.0,0.12
10,1453698000.0,0.25
11,1453699800.0,0.27
12,1453701600.0,0.57
13,1453703400.0,0.5
14,1453705200.0,0.13
15,1453707000.0,0.16
16,1453708800.0,0.14
17,1453710600.0,0.28
18,1453712400.0,0.65
19,1453714200.0,0.58
20,1453716000.0,0.42
21,1453717800.0,0.24
22,1453719600.0,0.19
23,1453721400.0,0.49
24,1453723200.0,0.31
25,1453725000.0,0.55
26,1453726800.0,0.24
27,1453728600.0,0.02
28,1453730400.0,0.5
29,1453732200.0,0.06
30,1453734000.0,0.46
31,1453735800.0,0.32
32,1453737600.0,0.07
33,1453739400.0,0.33
34,1453741200.0,0.84
35,1453743000.0,0.52
36,1453744800.0,1.05
37,1453746600.0,0.16
38,1453748400.0,0.25
39,1453750200.0,0.58
40,1453752000.0,0.05
41,1453753800.0,0.65
42,1453755600.0,0.01
43,1453757400.0,0.43
44,1453759200.0,0.28
45,1453761000.0,0.13
46,1453762800.0,0.23
47,1453764600.0,0.12
48,1453766400.0,0.61
49,1453768200.0,0.19
50,1453770000.0,0.02
51,1453771800.0,0.15
52,1453773600.0,0.41
53,1453775400.0,0.16
54,1453777200.0,0.58
55,1453779000.0,0.3
56,1453780800.0,0.26
57,1453782600.0,0.19
58,1453784400.0,0.37
59,1453786200.0,0.6
60,1453788000.0,0.47
61,1453789800.0,0.12
62,1453791600.0,0.45
63,1453793400.0,0.26
64,1453795200.0,0.51
65,1453797000.0,0.72
66,1453798800.0,0.4
67,1453800600.0,0.03
68,1453802400.0,0.63
69,1453804200.0,0.89
70,1453806000.0,0.01
71,1453807800.0,0.2
72,1453809600.0,0.26
73,1453811400.0,0.02
74,1453813200.0,1.6
75,1453815000.0,0.25
76,1453816800.0,0.05
77,1453818600.0,0.5
78,1453820400.0,0.74
79,1453822200.0,0.29
80,1453824000.0,0.27
81,1453825800.0,0.31
82,1453827600.0,0.65
83,1453829400.0,0.65
84,1453831200.0,0.46
85,1453833000.0,0.73
86,1453834800.0,0.28
87,1453836600.0,0.57
88,1453838400.0,0.94
89,1453840200.0,0.29
90,1453842000.0,1.13
91,1453843800.0,0.11
92,1453845600.0,0.62
93,1453847400.0,0.02
94,1453849200.0,0.21
95,1453851000.0,0.77
96,1453852800.0,0.56
97,1453854600.0,0.25
98,1453856400.0,0.1
99,1453858200.0,0.53
100,1453860000.0,0.06
101,1453861800.0,0.09
102,1453863600.0,0.08
103,1453865400.0,0.06
104,1453867200.0,0.5
105,1453869000.0,0.28
106,1453870800.0,0.49
107,1453872600.0,0.6
108,1453874400.0,0.42
109,1453876200.0,0.2
110,1453878000.0,0.43
111,1453879800.0,0.25
112,1453881600.0,0.12
113,1453883400.0,0.75
114,1453885200.0,0.19
115,1453887000.0,1.0
116,1453888800.0,0.01
117,1453890600.0,0.95
118,1453892400.0,0.04
119,1453894200.0,0.52
120,1453896000.0,0.06
121,1453897800.0,0.74
122,1453899600.0,0.5
123,1453901400.0,0.46
124,1453903200.0,0.79
125,1453905000.0,1.2
126,1453906800.0,0.3
127,1453908600.0,0.17
128,1453910400.0,0.18
129,1453912200.0,0.74
130,1453914000.0,0.14
131,1453915800.0,0.74
132,1453917600.0,0.14
133,1453919400.0,0.33
134,1453921200.0,0.28
135,1453923000.0,0.39
136,1453924800.0,0.95
137,1453926600.0,0.5
138,1453928400.0,0.19
139,1453930200.0,0.58
140,1453932000.0,0.17
141,1453933800.0,1.14
142,1453935600.0,0.14
143,1453937400.0,1.08
144,1453939200.0,0.24
145,1453941000.0,0.32
146,1453942800.0,0.41
147,1453944600.0,0.75
148,1453946400.0,0.21
149,1453948200.0,0.47
150,1453950000.0,0.71
151,1453951800.0,0.47
152,1453953600.0,0.59
153,1453955400.0,0.06
154,1453957200.0,0.38
155,1453959000.0,0.81
156,1453960800.0,0.8
157,1453962600.0,0.41
158,1453964400.0,0.14
159,1453966200.0,0.14
160,1453968000.0,0.69
161,1453969800.0,0.5
162,1453971600.0,0.2
163,1453973400.0,0.37
164,1453975200.0,0.12
165,1453977000.0,0.81
166,1453978800.0,0.36
167,1453980600.0,0.13
168,1453982400.0,1.35
169,1453984200.0,0.1
170,1453986000.0,1.03
171,1453987800.0,0.03
172,1453989600.0,0.34
173,1453991400.0,0.22
174,1453993200.0,0.03
175,1453995000.0,0.69
176,1453996800.0,0.3
177,1453998600.0,1.17
178,1454000400.0,0.1
179,1454002200.0,0.67
180,1454004000.0,0.08
181,1454005800.0,0.25
182,1454007600.0,0.14
183,1454009400.0,0.42
184,1454011200.0,0.43
185,1454013000.0,0.52
186,1454014800.0,0.99
187,1454016600.0,0.14
188,1454018400.0,0.32
189,1454020200.0,0.14
190,1454022000.0,0.03
191,1454023800.0,0.47
192,1454025600.0,0.23
193,1454027400.0,1.17
194,1454029200.0,0.17
195,1454031000.0,0.14
196,1454032800.0,0.26
197,1454034600.0,0.08
198,1454036400.0,0.43
199,1454038200.0,0.59
200,1454040000.0,0.24
201,1454041800.0,0.13
202,1454043600.0,0.27
203,1454045400.0,0.75
204,1454047200.0,0.13
205,1454049000.0,0.4
206,1454050800.0,0.05
207,1454052600.0,0.44
208,1454054400.0,0.31
209,1454056200.0,0.46
210,1454058000.0,0.19
211,1454059800.0,0.71
212,1454061600.0,0.1
213,1454063400.0,0.56
214,1454065200.0,0.22
215,1454067000.0,0.12
216,1454068800.0,0.33
217,1454070600.0,0.62
218,1454072400.0,0.05
219,1454074200.0,0.66
220,1454076000.0,0.45
221,1454077800.0,0.58
222,1454079600.0,0.33
223,1454081400.0,0.26
224,1454083200.0,0.33
225,1454085000.0,0.91
226,1454086800.0,0.4
