,Unixdatetime,values
0,1454976000.0,0.26
1,1454977800.0,0.13
2,1454979600.0,0.2
3,1454981400.0,0.15
4,1454983200.0,0.11
5,1454985000.0,0.2
6,1454986800.0,0.05
7,1454988600.0,0.1
8,1454990400.0,0.75
9,1454992200.0,0.31
10,1454994000.0,0.73
11,1454995800.0,0.06
12,1454997600.0,0.08
13,1454999400.0,0.16
14,1455001200.0,0.05
15,1455003000.0,0.66
16,1455004800.0,0.05
17,1455006600.0,0.09
18,1455008400.0,0.06
19,1455010200.0,0.08
20,1455012000.0,0.42
21,1455013800.0,0.78
22,1455015600.0,0.42
23,1455017400.0,0.15
24,1455019200.0,0.19
25,1455021000.0,0.46
26,1455022800.0,0.54
27,1455024600.0,0.1
28,1455026400.0,0.1
29,1455028200.0,0.63
30,1455030000.0,0.43
31,1455031800.0,0.64
32,1455033600.0,0.04
33,1455035400.0,0.37
34,1455037200.0,0.37
35,1455039000.0,0.79
36,1455040800.0,0.69
37,1455042600.0,0.73
38,1455044400.0,0.39
39,1455046200.0,0.67
40,1455048000.0,0.79
41,1455049800.0,0.06
42,1455051600.0,0.28
43,1455053400.0,0.76
44,1455055200.0,0.94
45,1455057000.0,0.11
46,1455058800.0,1.06
47,1455060600.0,0.38
48,1455062400.0,0.57
49,1455064200.0,0.47
50,1455066000.0,0.05
51,1455067800.0,0.29
52,1455069600.0,0.76
53,1455071400.0,0.37
54,1455073200.0,0.1
55,1455075000.0,0.53
56,1455076800.0,0.55
57,1455078600.0,0.12
58,1455080400.0,0.83
59,1455082200.0,0.48
60,1455084000.0,0.68
61,1455085800.0,0.53
62,1455087600.0,0.33
63,1455089400.0,0.45
64,1455091200.0,0.06
65,1455093000.0,0.78
66,1455094800.0,0.09
67,1455096600.0,0.56
68,1455098400.0,0.42
69,1455100200.0,0.25
70,1455102000.0,0.25
71,1455103800.0,0.07
72,1455105600.0,0.72
73,1455107400.0,0.06
74,1455109200.0,0.84
75,1455111000.0,0.5
76,1455112800.0,0.72
77,1455114600.0,0.09
78,1455116400.0,0.31
79,1455118200.0,0.2
80,1455120000.0,0.13
81,1455121800.0,0.76
82,1455123600.0,0.49
83,1455125400.0,0.28
84,1455127200.0,0.59
85,1455129000.0,0.6
86,1455130800.0,0.25
87,1455132600.0,0.63
88,1455134400.0,1.03
89,1455136200.0,0.01
90,1455138000.0,0.04
91,1455139800.0,0.14
92,1455141600.0,0.81
93,1455143400.0,0.39
94,1455145200.0,0.01
95,1455147000.0,1.09
96,1455148800.0,0.54
97,1455150600.0,0.24
98,1455152400.0,0.89
99,1455154200.0,0.47
100,1455156000.0,0.06
101,1455157800.0,0.9
102,1455159600.0,0.15
103,1455161400.0,0.07
104,1455163200.0,0.0
105,1455165000.0,0.46
106,1455166800.0,0.21
107,1455168600.0,0.12
108,1455170400.0,0.63
109,1455172200.0,0.98
110,1455174000.0,0.1
111,1455175800.0,0.12
112,1455177600.0,0.54
113,1455179400.0,0.55
114,1455181200.0,0.43
115,1455183000.0,0.03
116,1455184800.0,0.39
117,1455186600.0,0.26
118,1455188400.0,0.32
119,1455190200.0,0.1
120,1455192000.0,0.03
121,1455193800.0,0.62
122,1455195600.0,0.22
123,1455197400.0,0.49
124,1455199200.0,0.31
125,1455201000.0,0.02
126,1455202800.0,0.03
127,1455204600.0,1.29
128,1455206400.0,0.6
129,1455208200.0,0.09
130,1455210000.0,0.18
131,1455211800.0,0.27
132,1455213600.0,0.26
133,1455215400.0,0.3
134,1455217200.0,0.51
135,1455219000.0,0.63
136,1455220800.0,0.24
137,1455222600.0,0.35
138,1455224400.0,1.21
139,1455226200.0,0.38
140,1455228000.0,0.79
141,1455229800.0,0.55
142,1455231600.0,0.34
143,1455233400.0,0.98
144,1455235200.0,0.41
145,1455237000.0,0.12
146,1455238800.0,0.57
147,1455240600.0,0.13
148,1455242400.0,0.48
149,1455244200.0,0.62
150,1455246000.0,0.24
151,1455247800.0,0.45
152,1455249600.0,0.09
153,1455251400.0,0.83
154,1455253200.0,0.56
155,1455255000.0,0.63
156,1455256800.0,0.83
157,1455258600.0,0.22
158,1455260400.0,0.05
159,1455262200.0,0.29
160,1455264000.0,0.81
161,1455265800.0,0.68
162,1455267600.0,0.27
163,1455269400.0,0.81
164,1455271200.0,0.01
165,1455273000.0,0.11
166,1455274800.0,0.74
167,1455276600.0,0.69
168,1455278400.0,0.04
169,1455280200.0,0.6
170,1455282000.0,0.64
171,1455283800.0,0.03
172,1455285600.0,0.16
173,1455287400.0,0.14
174,1455289200.0,0.73
175,1455291000.0,0.13
176,1455292800.0,0.36
177,1455294600.0,0.01
178,1455296400.0,0.33
179,1455298200.0,0.79
180,1455300000.0,0.16
181,1455301800.0,0.34
182,1455303600.0,0.61
183,1455305400.0,0.38
184,1455307200.0,0.48
185,1455309000.0,0.04
186,1455310800.0,0.19
187,1455312600.0,0.85
188,1455314400.0,0.5
189,1455316200.0,0.1
190,1455318000.0,0.09
191,1455319800.0,0.73
192,1455321600.0,0.09
193,1455323400.0,1.02
194,1455325200.0,0.45
195,1455327000.0,0.34
196,1455328800.0,0.68
197,1455330600.0,0.49
198,1455332400.0,0.25
199,1455334200.0,0.08
200,1455336000.0,0.3
201,1455337800.0,0.2
202,1455339600.0,0.62
203,1455341400.0,0.94
204,1455343200.0,0.7
205,1455345000.0,0.43
206,1455346800.0,0.28
207,1455348600.0,0.43
208,1455350400.0,0.84
209,1455352200.0,0.5
210,1455354000.0,0.54
211,1455355800.0,0.03
212,1455357600.0,0.26
213,1455359400.0,0.14
214,1455361200.0,0.8
215,1455363000.0,0.49
216,1455364800.0,0.54
217,1455366600.0,0.93
218,1455368400.0,0.43
219,1455370200.0,0.02
220,1455372000.0,0.03
221,1455373800.0,0.29
222,1455375600.0,0.75
223,1455377400.0,0.18
224,1455379200.0,0.67
225,1455381000.0,1.05
226,1455382800.0,0.29
227,1455384600.0,0.51
228,1455386400.0,0.05
229,1455388200.0,0.81
230,1455390000.0,0.39
231,1455391800.0,0.01
232,1455393600.0,0.32
233,1455395400.0,0.11
234,1455397200.0,0.46
235,1455399000.0,0.13
236,1455400800.0,0.33
237,1455402600.0,0.74
238,1455404400.0,0.45
239,1455406200.0,0.22
240,1455408000.0,0.66
241,1455409800.0,0.38
242,1455411600.0,0.12
243,1455413400.0,0.35
244,1455415200.0,0.51
245,1455417000.0,0.79
246,1455418800.0,0.31
247,1455420600.0,0.59
248,1455422400.0,0.39
249,1455424200.0,0.28
250,1455426000.0,0.63
251,1455427800.0,0.05
252,1455429600.0,0.24
253,1455431400.0,0.54
254,1455433200.0,0.48
255,1455435000.0,0.45
256,1455436800.0,0.53
257,1455438600.0,0.5
258,1455440400.0,0.19
259,1455442200.0,0.08
260,1455444000.0,0.18
261,1455445800.0,1.0
262,1455447600.0,0.23
263,1455449400.0,1.03
264,1455451200.0,0.28
265,1455453000.0,0.58
266,1455454800.0,1.04
267,1455456600.0,1.05
268,1455458400.0,0.31
269,1455460200.0,1.1
270,1455462000.0,0.59
271,1455463800.0,0.16
272,1455465600.0,0.33
273,1455467400.0,0.93
274,1455469200.0,0.53
275,1455471000.0,0.58
276,1455472800.0,0.16
277,1455474600.0,0.1
278,1455476400.0,0.52
279,1455478200.0,0.2
280,1455480000.0,0.39
281,1455481800.0,0.21
282,1455483600.0,0.43
283,1455485400.0,0.3
284,1455487200.0,0.07
285,1455489000.0,0.15
286,1455490800.0,0.44
287,1455492600.0,0.56
