,Unixdatetime,values
0,1462665600.0,0.45
1,1462667400.0,0.43
2,1462669200.0,0.17
3,1462671000.0,0.18
4,1462672800.0,0.47
5,1462674600.0,0.45
6,1462676400.0,0.13
7,1462678200.0,0.08
8,1462680000.0,0.44
9,1462681800.0,0.12
10,1462683600.0,0.09
11,1462685400.0,0.34
12,1462687200.0,0.15
13,1462689000.0,0.53
14,1462690800.0,0.17
15,1462692600.0,0.06
16,1462694400.0,0.55
17,1462696200.0,0.67
18,1462698000.0,0.17
19,1462699800.0,0.04
20,1462701600.0,0.22
21,1462703400.0,0.61
22,1462705200.0,0.22
23,1462707000.0,0.2
24,1462708800.0,0.33
25,1462710600.0,0.12
26,1462712400.0,0.17
27,1462714200.0,0.17
28,1462716000.0,1.01
29,1462717800.0,0.7
30,1462719600.0,0.26
31,1462721400.0,0.19
32,1462723200.0,0.15
33,1462725000.0,0.3
34,1462726800.0,0.02
35,1462728600.0,0.27
36,1462730400.0,0.51
37,1462732200.0,0.13
38,1462734000.0,0.59
39,1462735800.0,0.13
40,1462737600.0,0.51
41,1462739400.0,0.41
42,1462741200.0,0.45
43,1462743000.0,0.03
44,1462744800.0,0.1
45,1462746600.0,0.51
46,1462748400.0,0.44
47,1462750200.0,0.57
48,1462752000.0,0.14
49,1462753800.0,0.32
50,1462755600.0,0.12
51,1462757400.0,0.46
52,1462759200.0,0.32
53,1462761000.0,0.13
54,1462762800.0,0.38
55,1462764600.0,0.02
56,1462766400.0,0.34
57,1462768200.0,0.03
58,1462770000.0,0.34
59,1462771800.0,0.08
60,1462773600.0,0.18
61,1462775400.0,0.27
62,1462777200.0,0.4
63,1462779000.0,0.35
64,1462780800.0,0.42
65,1462782600.0,0.23
66,1462784400.0,0.35
67,1462786200.0,0.15
68,1462788000.0,0.05
69,1462789800.0,0.1
70,1462791600.0,0.33
71,1462793400.0,0.35
72,1462795200.0,0.27
73,1462797000.0,0.58
74,1462798800.0,0.18
75,1462800600.0,0.24
76,1462802400.0,0.41
77,1462804200.0,0.07
78,1462806000.0,0.56
79,1462807800.0,0.23
80,1462809600.0,0.22
81,1462811400.0,0.58
82,1462813200.0,0.18
83,1462815000.0,0.31
84,1462816800.0,0.29
85,1462818600.0,0.01
86,1462820400.0,0.18
87,1462822200.0,0.05
88,1462824000.0,0.18
89,1462825800.0,0.44
90,1462827600.0,0.56
91,1462829400.0,0.02
92,1462831200.0,0.05
93,1462833000.0,0.38
94,1462834800.0,0.07
95,1462836600.0,0.2
