,Unixdatetime,values
0,1460419200.0,0.07
1,1460421000.0,0.21
2,1460422800.0,0.42
3,1460424600.0,0.86
4,1460426400.0,0.13
5,1460428200.0,0.18
6,1460430000.0,0.14
7,1460431800.0,0.22
8,1460433600.0,0.05
9,1460435400.0,0.2
10,1460437200.0,0.05
11,1460439000.0,0.57
12,1460440800.0,0.24
13,1460442600.0,0.04
14,1460444400.0,0.02
15,1460446200.0,0.04
16,1460448000.0,0.02
17,1460449800.0,0.24
18,1460451600.0,0.01
19,1460453400.0,0.12
20,1460455200.0,0.29
21,1460457000.0,0.4
22,1460458800.0,0.21
23,1460460600.0,0.02
24,1460462400.0,0.26
25,1460464200.0,0.02
26,1460466000.0,0.1
27,1460467800.0,0.23
28,1460469600.0,0.09
29,1460471400.0,0.39
30,1460473200.0,0.05
31,1460475000.0,0.11
32,1460476800.0,0.06
33,1460478600.0,0.06
34,1460480400.0,0.11
35,1460482200.0,0.38
36,1460484000.0,0.49
37,1460485800.0,0.02
38,1460487600.0,0.49
39,1460489400.0,0.65
40,1460491200.0,0.28
41,1460493000.0,0.1
42,1460494800.0,0.09
43,1460496600.0,0.11
44,1460498400.0,0.04
45,1460500200.0,0.53
46,1460502000.0,0.35
47,1460503800.0,0.0
48,1460505600.0,0.26
49,1460507400.0,0.16
50,1460509200.0,0.1
51,1460511000.0,0.36
52,1460512800.0,0.19
53,1460514600.0,0.09
54,1460516400.0,0.18
55,1460518200.0,0.35
56,1460520000.0,0.22
57,1460521800.0,0.09
58,1460523600.0,0.12
59,1460525400.0,0.06
60,1460527200.0,0.5
61,1460529000.0,0.22
62,1460530800.0,0.23
63,1460532600.0,0.31
64,1460534400.0,0.24
65,1460536200.0,0.24
66,1460538000.0,0.14
67,1460539800.0,0.25
68,1460541600.0,0.27
69,1460543400.0,0.33
70,1460545200.0,0.06
71,1460547000.0,0.4
72,1460548800.0,0.7
73,1460550600.0,0.1
74,1460552400.0,0.02
75,1460554200.0,0.25
76,1460556000.0,0.08
77,1460557800.0,0.35
78,1460559600.0,0.4
79,1460561400.0,0.06
80,1460563200.0,0.18
81,1460565000.0,0.64
82,1460566800.0,0.51
83,1460568600.0,0.07
84,1460570400.0,0.19
85,1460572200.0,0.59
86,1460574000.0,0.08
87,1460575800.0,0.27
88,1460577600.0,0.36
89,1460579400.0,0.46
90,1460581200.0,0.22
91,1460583000.0,0.01
92,1460584800.0,0.76
93,1460586600.0,0.55
94,1460588400.0,0.26
95,1460590200.0,0.18
96,1460592000.0,0.64
97,1460593800.0,0.09
98,1460595600.0,0.03
99,1460597400.0,0.44
100,1460599200.0,0.27
101,1460601000.0,0.19
102,1460602800.0,0.55
103,1460604600.0,0.05
104,1460606400.0,0.25
105,1460608200.0,0.65
106,1460610000.0,0.08
107,1460611800.0,0.38
108,1460613600.0,0.7
109,1460615400.0,0.63
110,1460617200.0,0.42
111,1460619000.0,0.04
112,1460620800.0,0.29
113,1460622600.0,0.24
114,1460624400.0,0.32
115,1460626200.0,0.14
116,1460628000.0,0.12
117,1460629800.0,0.39
118,1460631600.0,0.37
119,1460633400.0,0.08
120,1460635200.0,0.21
121,1460637000.0,0.34
122,1460638800.0,0.34
123,1460640600.0,0.42
124,1460642400.0,0.36
125,1460644200.0,0.71
126,1460646000.0,0.29
127,1460647800.0,0.17
128,1460649600.0,0.03
129,1460651400.0,0.19
130,1460653200.0,0.11
131,1460655000.0,0.22
132,1460656800.0,0.6
133,1460658600.0,0.36
134,1460660400.0,0.3
135,1460662200.0,0.01
136,1460664000.0,0.18
137,1460665800.0,0.27
138,1460667600.0,0.65
139,1460669400.0,0.08
140,1460671200.0,0.41
141,1460673000.0,0.55
142,1460674800.0,0.12
143,1460676600.0,0.35
144,1460678400.0,0.32
145,1460680200.0,0.03
146,1460682000.0,0.44
147,1460683800.0,0.3
148,1460685600.0,0.3
149,1460687400.0,0.12
150,1460689200.0,0.11
151,1460691000.0,0.28
152,1460692800.0,0.29
153,1460694600.0,0.25
154,1460696400.0,0.04
155,1460698200.0,0.29
156,1460700000.0,0.17
157,1460701800.0,0.13
158,1460703600.0,0.28
159,1460705400.0,0.03
160,1460707200.0,0.01
161,1460709000.0,0.24
162,1460710800.0,0.33
163,1460712600.0,0.05
164,1460714400.0,0.13
165,1460716200.0,0.41
166,1460718000.0,0.38
167,1460719800.0,0.15
168,1460721600.0,0.61
169,1460723400.0,0.21
170,1460725200.0,0.29
171,1460727000.0,0.43
172,1460728800.0,0.12
173,1460730600.0,0.52
174,1460732400.0,0.34
175,1460734200.0,0.43
176,1460736000.0,0.31
177,1460737800.0,0.1
178,1460739600.0,0.23
179,1460741400.0,0.09
180,1460743200.0,0.18
181,1460745000.0,0.32
182,1460746800.0,0.23
183,1460748600.0,0.53
184,1460750400.0,0.12
185,1460752200.0,0.35
186,1460754000.0,0.15
187,1460755800.0,0.15
188,1460757600.0,0.16
189,1460759400.0,0.04
190,1460761200.0,0.61
191,1460763000.0,0.09
192,1460764800.0,0.22
193,1460766600.0,0.17
194,1460768400.0,0.19
195,1460770200.0,0.58
196,1460772000.0,0.43
197,1460773800.0,0.27
198,1460775600.0,0.04
199,1460777400.0,0.04
200,1460779200.0,0.0
201,1460781000.0,0.31
202,1460782800.0,0.16
203,1460784600.0,0.56
204,1460786400.0,0.21
205,1460788200.0,0.54
206,1460790000.0,0.2
207,1460791800.0,0.51
208,1460793600.0,0.33
209,1460795400.0,0.05
210,1460797200.0,0.01
211,1460799000.0,0.0
212,1460800800.0,0.24
213,1460802600.0,0.1
214,1460804400.0,0.19
215,1460806200.0,0.12
216,1460808000.0,0.02
217,1460809800.0,0.03
218,1460811600.0,0.07
219,1460813400.0,0.23
220,1460815200.0,0.33
221,1460817000.0,0.17
222,1460818800.0,0.18
223,1460820600.0,0.13
224,1460822400.0,0.45
225,1460824200.0,0.15
226,1460826000.0,0.22
227,1460827800.0,0.13
228,1460829600.0,0.17
229,1460831400.0,0.46
230,1460833200.0,0.1
231,1460835000.0,0.07
232,1460836800.0,0.38
233,1460838600.0,0.06
234,1460840400.0,0.57
235,1460842200.0,0.03
236,1460844000.0,0.3
237,1460845800.0,0.33
238,1460847600.0,0.27
239,1460849400.0,0.42
240,1460851200.0,0.45
241,1460853000.0,0.2
242,1460854800.0,0.23
243,1460856600.0,0.35
244,1460858400.0,0.44
245,1460860200.0,0.28
246,1460862000.0,0.2
247,1460863800.0,0.5
248,1460865600.0,0.34
249,1460867400.0,0.01
250,1460869200.0,0.47
251,1460871000.0,0.14
252,1460872800.0,0.17
253,1460874600.0,0.08
254,1460876400.0,0.49
255,1460878200.0,0.03
256,1460880000.0,0.05
257,1460881800.0,0.6
258,1460883600.0,0.24
259,1460885400.0,0.6
260,1460887200.0,0.34
261,1460889000.0,0.36
262,1460890800.0,0.37
263,1460892600.0,0.07
264,1460894400.0,0.37
265,1460896200.0,0.05
266,1460898000.0,0.23
267,1460899800.0,0.31
268,1460901600.0,0.73
269,1460903400.0,0.13
270,1460905200.0,0.08
271,1460907000.0,0.31
272,1460908800.0,0.13
273,1460910600.0,0.32
274,1460912400.0,0.51
275,1460914200.0,0.14
276,1460916000.0,0.17
277,1460917800.0,0.08
278,1460919600.0,0.11
279,1460921400.0,0.53
280,1460923200.0,0.02
281,1460925000.0,0.16
282,1460926800.0,0.32
283,1460928600.0,0.19
284,1460930400.0,0.16
285,1460932200.0,0.34
286,1460934000.0,0.68
287,1460935800.0,0.04
288,1460937600.0,0.46
289,1460939400.0,0.26
290,1460941200.0,0.6
291,1460943000.0,0.04
292,1460944800.0,0.01
293,1460946600.0,0.62
294,1460948400.0,0.05
295,1460950200.0,0.11
296,1460952000.0,0.5
297,1460953800.0,0.41
298,1460955600.0,0.24
299,1460957400.0,0.46
300,1460959200.0,0.2
301,1460961000.0,0.17
302,1460962800.0,0.23
303,1460964600.0,0.41
304,1460966400.0,0.44
305,1460968200.0,0.32
306,1460970000.0,0.13
307,1460971800.0,0.38
308,1460973600.0,0.04
309,1460975400.0,0.52
310,1460977200.0,0.39
311,1460979000.0,0.28
312,1460980800.0,0.42
313,1460982600.0,0.1
314,1460984400.0,0.12
315,1460986200.0,0.01
316,1460988000.0,0.33
317,1460989800.0,0.04
318,1460991600.0,0.18
319,1460993400.0,0.26
320,1460995200.0,0.2
321,1460997000.0,0.16
322,1460998800.0,0.28
323,1461000600.0,0.46
324,1461002400.0,0.18
325,1461004200.0,0.14
326,1461006000.0,0.3
327,1461007800.0,0.17
328,1461009600.0,0.41
329,1461011400.0,0.19
330,1461013200.0,0.13
331,1461015000.0,0.21
332,1461016800.0,0.3
333,1461018600.0,0.26
334,1461020400.0,0.29
335,1461022200.0,0.13
336,1461024000.0,0.52
337,1461025800.0,0.34
338,1461027600.0,0.43
339,1461029400.0,0.3
340,1461031200.0,0.16
341,1461033000.0,0.69
342,1461034800.0,0.0
343,1461036600.0,0.18
344,1461038400.0,0.67
345,1461040200.0,0.43
346,1461042000.0,0.13
347,1461043800.0,0.62
348,1461045600.0,0.06
349,1461047400.0,0.56
350,1461049200.0,0.09
351,1461051000.0,0.3
352,1461052800.0,0.38
353,1461054600.0,0.27
354,1461056400.0,0.01
355,1461058200.0,0.2
356,1461060000.0,0.35
357,1461061800.0,0.1
358,1461063600.0,0.5
359,1461065400.0,0.15
360,1461067200.0,0.31
361,1461069000.0,0.24
362,1461070800.0,0.02
363,1461072600.0,0.43
364,1461074400.0,0.25
365,1461076200.0,0.62
366,1461078000.0,0.39
367,1461079800.0,0.32
368,1461081600.0,0.13
369,1461083400.0,0.18
370,1461085200.0,0.64
371,1461087000.0,0.53
372,1461088800.0,0.31
373,1461090600.0,0.1
374,1461092400.0,0.15
375,1461094200.0,0.24
376,1461096000.0,0.44
377,1461097800.0,0.19
378,1461099600.0,0.0
379,1461101400.0,0.13
380,1461103200.0,0.12
381,1461105000.0,0.26
382,1461106800.0,0.13
383,1461108600.0,0.41
384,1461110400.0,0.37
385,1461112200.0,0.0
386,1461114000.0,0.12
387,1461115800.0,0.08
388,1461117600.0,0.08
389,1461119400.0,0.22
390,1461121200.0,0.44
391,1461123000.0,0.15
392,1461124800.0,0.01
393,1461126600.0,0.26
394,1461128400.0,0.05
395,1461130200.0,0.27
396,1461132000.0,0.36
397,1461133800.0,0.36
398,1461135600.0,0.38
399,1461137400.0,0.1
400,1461139200.0,0.16
401,1461141000.0,0.12
402,1461142800.0,0.06
403,1461144600.0,0.26
404,1461146400.0,0.16
405,1461148200.0,0.57
406,1461150000.0,0.39
407,1461151800.0,0.02
408,1461153600.0,0.43
409,1461155400.0,0.02
410,1461157200.0,0.19
411,1461159000.0,0.66
412,1461160800.0,0.16
413,1461162600.0,0.5
414,1461164400.0,0.09
415,1461166200.0,0.51
416,1461168000.0,0.2
417,1461169800.0,0.42
418,1461171600.0,0.18
419,1461173400.0,0.54
420,1461175200.0,0.08
421,1461177000.0,0.26
422,1461178800.0,0.07
423,1461180600.0,0.2
424,1461182400.0,0.39
425,1461184200.0,0.27
426,1461186000.0,0.12
427,1461187800.0,0.17
428,1461189600.0,0.1
429,1461191400.0,0.34
430,1461193200.0,0.25
431,1461195000.0,0.09
432,1461196800.0,0.55
433,1461198600.0,0.05
434,1461200400.0,0.13
435,1461202200.0,0.07
436,1461204000.0,0.24
437,1461205800.0,0.99
438,1461207600.0,0.07
439,1461209400.0,0.32
440,1461211200.0,0.42
441,1461213000.0,0.58
442,1461214800.0,0.19
443,1461216600.0,0.14
444,1461218400.0,0.39
445,1461220200.0,0.07
446,1461222000.0,0.09
447,1461223800.0,0.35
448,1461225600.0,0.16
449,1461227400.0,0.03
450,1461229200.0,0.39
451,1461231000.0,0.29
452,1461232800.0,0.18
453,1461234600.0,0.42
454,1461236400.0,0.12
455,1461238200.0,0.1
456,1461240000.0,0.78
457,1461241800.0,0.66
458,1461243600.0,0.14
459,1461245400.0,0.54
460,1461247200.0,0.33
461,1461249000.0,0.03
462,1461250800.0,0.22
463,1461252600.0,0.18
464,1461254400.0,0.39
465,1461256200.0,0.5
466,1461258000.0,0.17
467,1461259800.0,0.03
468,1461261600.0,0.26
469,1461263400.0,0.34
470,1461265200.0,0.07
471,1461267000.0,0.09
472,1461268800.0,0.49
473,1461270600.0,0.04
474,1461272400.0,0.41
475,1461274200.0,0.01
476,1461276000.0,0.18
477,1461277800.0,0.07
478,1461279600.0,0.5
479,1461281400.0,0.41
