,Unixdatetime,values
0,1455580800.0,0.86
1,1455582600.0,0.07
2,1455584400.0,0.39
3,1455586200.0,0.13
4,1455588000.0,0.02
5,1455589800.0,0.17
6,1455591600.0,0.49
7,1455593400.0,0.36
8,1455595200.0,0.03
9,1455597000.0,0.58
10,1455598800.0,0.68
11,1455600600.0,0.56
12,1455602400.0,0.16
13,1455604200.0,0.09
14,1455606000.0,0.39
15,1455607800.0,0.79
16,1455609600.0,0.13
17,1455611400.0,0.27
18,1455613200.0,0.48
19,1455615000.0,0.25
20,1455616800.0,0.27
21,1455618600.0,0.0
22,1455620400.0,0.52
23,1455622200.0,0.0
24,1455624000.0,0.5
25,1455625800.0,0.62
26,1455627600.0,0.23
27,1455629400.0,0.09
28,1455631200.0,0.33
29,1455633000.0,0.2
30,1455634800.0,0.41
31,1455636600.0,0.59
32,1455638400.0,0.06
33,1455640200.0,0.95
34,1455642000.0,0.73
35,1455643800.0,0.82
36,1455645600.0,0.44
37,1455647400.0,0.48
38,1455649200.0,0.27
39,1455651000.0,0.26
40,1455652800.0,0.13
41,1455654600.0,0.26
42,1455656400.0,0.01
43,1455658200.0,0.74
44,1455660000.0,0.07
45,1455661800.0,0.41
46,1455663600.0,0.05
47,1455665400.0,0.37
48,1455667200.0,0.26
49,1455669000.0,0.38
50,1455670800.0,0.16
51,1455672600.0,0.32
52,1455674400.0,0.1
53,1455676200.0,0.03
54,1455678000.0,0.86
55,1455679800.0,0.23
56,1455681600.0,1.33
57,1455683400.0,0.52
58,1455685200.0,0.54
59,1455687000.0,0.27
60,1455688800.0,0.27
61,1455690600.0,0.61
62,1455692400.0,0.92
63,1455694200.0,0.15
64,1455696000.0,0.86
65,1455697800.0,0.01
66,1455699600.0,0.54
67,1455701400.0,0.08
68,1455703200.0,0.19
69,1455705000.0,0.32
70,1455706800.0,0.57
71,1455708600.0,0.04
72,1455710400.0,1.04
73,1455712200.0,0.03
74,1455714000.0,0.16
75,1455715800.0,0.36
76,1455717600.0,0.09
77,1455719400.0,0.06
78,1455721200.0,0.24
79,1455723000.0,0.05
80,1455724800.0,0.14
81,1455726600.0,0.81
82,1455728400.0,0.48
83,1455730200.0,0.46
84,1455732000.0,0.61
85,1455733800.0,1.18
86,1455735600.0,0.18
87,1455737400.0,0.37
88,1455739200.0,0.06
89,1455741000.0,0.34
90,1455742800.0,0.27
91,1455744600.0,0.84
92,1455746400.0,0.32
93,1455748200.0,0.54
94,1455750000.0,0.32
95,1455751800.0,0.12
