,Unixdatetime,values
0,1463097600.0,0.63
1,1463099400.0,0.27
2,1463101200.0,0.22
3,1463103000.0,0.18
4,1463104800.0,0.19
5,1463106600.0,0.15
6,1463108400.0,0.62
7,1463110200.0,0.42
8,1463112000.0,0.21
9,1463113800.0,0.49
10,1463115600.0,0.23
11,1463117400.0,0.47
12,1463119200.0,0.11
13,1463121000.0,0.08
14,1463122800.0,0.29
15,1463124600.0,0.41
16,1463126400.0,0.37
17,1463128200.0,0.09
18,1463130000.0,0.22
19,1463131800.0,0.0
20,1463133600.0,0.39
21,1463135400.0,0.26
22,1463137200.0,0.28
23,1463139000.0,0.1
24,1463140800.0,0.46
25,1463142600.0,0.3
26,1463144400.0,0.26
27,1463146200.0,0.3
28,1463148000.0,0.56
29,1463149800.0,0.6
30,1463151600.0,0.07
31,1463153400.0,0.13
32,1463155200.0,0.3
33,1463157000.0,0.23
34,1463158800.0,0.56
35,1463160600.0,0.02
36,1463162400.0,0.28
37,1463164200.0,0.34
38,1463166000.0,0.21
39,1463167800.0,0.01
40,1463169600.0,0.06
41,1463171400.0,0.17
42,1463173200.0,0.26
43,1463175000.0,0.55
44,1463176800.0,0.24
45,1463178600.0,0.29
46,1463180400.0,0.66
47,1463182200.0,0.27
