,Unixdatetime,values
0,1461369600.0,0.06
1,1461371400.0,0.56
2,1461373200.0,0.2
3,1461375000.0,0.13
4,1461376800.0,0.27
5,1461378600.0,0.03
6,1461380400.0,0.46
7,1461382200.0,0.36
8,1461384000.0,0.51
9,1461385800.0,0.44
10,1461387600.0,0.05
11,1461389400.0,0.15
12,1461391200.0,0.16
13,1461393000.0,0.32
14,1461394800.0,0.23
15,1461396600.0,0.31
16,1461398400.0,0.21
17,1461400200.0,0.24
18,1461402000.0,0.56
19,1461403800.0,0.18
20,1461405600.0,0.29
21,1461407400.0,0.99
22,1461409200.0,0.65
23,1461411000.0,0.35
24,1461412800.0,0.37
25,1461414600.0,0.7
26,1461416400.0,0.48
27,1461418200.0,0.44
28,1461420000.0,0.25
29,1461421800.0,0.4
30,1461423600.0,0.29
31,1461425400.0,0.16
32,1461427200.0,0.15
33,1461429000.0,0.46
34,1461430800.0,0.01
35,1461432600.0,0.35
36,1461434400.0,0.26
37,1461436200.0,0.23
38,1461438000.0,0.25
39,1461439800.0,0.28
40,1461441600.0,0.37
41,1461443400.0,0.02
42,1461445200.0,0.19
43,1461447000.0,0.17
44,1461448800.0,0.35
45,1461450600.0,0.22
46,1461452400.0,0.29
47,1461454200.0,0.21
48,1461456000.0,0.17
49,1461457800.0,0.02
50,1461459600.0,0.01
51,1461461400.0,0.61
52,1461463200.0,0.31
53,1461465000.0,0.34
54,1461466800.0,0.26
55,1461468600.0,0.24
56,1461470400.0,0.06
57,1461472200.0,0.22
58,1461474000.0,0.27
59,1461475800.0,0.03
60,1461477600.0,0.2
61,1461479400.0,0.08
62,1461481200.0,0.61
63,1461483000.0,0.78
64,1461484800.0,0.19
65,1461486600.0,0.31
66,1461488400.0,0.45
67,1461490200.0,0.09
68,1461492000.0,0.53
69,1461493800.0,0.21
70,1461495600.0,0.24
71,1461497400.0,0.28
72,1461499200.0,0.14
73,1461501000.0,0.31
74,1461502800.0,0.23
75,1461504600.0,0.19
76,1461506400.0,0.38
77,1461508200.0,0.04
78,1461510000.0,0.2
79,1461511800.0,0.25
80,1461513600.0,0.16
81,1461515400.0,0.08
82,1461517200.0,0.52
83,1461519000.0,0.04
84,1461520800.0,0.27
85,1461522600.0,0.18
86,1461524400.0,0.0
87,1461526200.0,0.09
88,1461528000.0,0.47
89,1461529800.0,0.39
90,1461531600.0,0.45
91,1461533400.0,0.13
92,1461535200.0,0.39
93,1461537000.0,0.31
94,1461538800.0,0.02
95,1461540600.0,0.01
96,1461542400.0,0.17
97,1461544200.0,0.52
98,1461546000.0,0.09
99,1461547800.0,0.01
100,1461549600.0,0.59
101,1461551400.0,0.07
102,1461553200.0,0.38
103,1461555000.0,0.76
104,1461556800.0,0.08
105,1461558600.0,0.52
106,1461560400.0,0.08
107,1461562200.0,0.28
108,1461564000.0,0.41
109,1461565800.0,0.15
110,1461567600.0,0.49
111,1461569400.0,0.31
112,1461571200.0,0.36
113,1461573000.0,0.06
114,1461574800.0,0.15
115,1461576600.0,0.42
116,1461578400.0,0.16
117,1461580200.0,0.21
118,1461582000.0,0.29
119,1461583800.0,0.02
120,1461585600.0,0.08
121,1461587400.0,0.38
122,1461589200.0,0.21
123,1461591000.0,0.0
124,1461592800.0,0.36
125,1461594600.0,0.61
126,1461596400.0,0.01
127,1461598200.0,0.33
128,1461600000.0,0.36
129,1461601800.0,0.23
130,1461603600.0,0.13
131,1461605400.0,0.31
132,1461607200.0,0.28
133,1461609000.0,0.02
134,1461610800.0,0.17
135,1461612600.0,0.1
136,1461614400.0,0.37
137,1461616200.0,0.52
138,1461618000.0,0.05
139,1461619800.0,0.21
140,1461621600.0,0.19
141,1461623400.0,0.18
142,1461625200.0,0.21
143,1461627000.0,0.25
