,Unixdatetime,values
0,1469145600.0,0.83
1,1469147400.0,1.19
2,1469149200.0,0.4
3,1469151000.0,0.48
4,1469152800.0,0.61
5,1469154600.0,0.64
6,1469156400.0,0.73
7,1469158200.0,0.26
8,1469160000.0,0.46
9,1469161800.0,0.1
10,1469163600.0,0.34
11,1469165400.0,0.1
12,1469167200.0,0.33
13,1469169000.0,0.61
14,1469170800.0,0.45
15,1469172600.0,0.48
16,1469174400.0,0.53
17,1469176200.0,1.38
18,1469178000.0,0.04
19,1469179800.0,1.0
20,1469181600.0,0.05
21,1469183400.0,0.57
22,1469185200.0,1.03
23,1469187000.0,0.15
24,1469188800.0,0.07
25,1469190600.0,0.15
26,1469192400.0,0.52
27,1469194200.0,0.04
28,1469196000.0,0.38
29,1469197800.0,0.68
30,1469199600.0,0.65
31,1469201400.0,1.08
32,1469203200.0,0.16
33,1469205000.0,0.4
34,1469206800.0,0.11
35,1469208600.0,0.52
36,1469210400.0,0.07
37,1469212200.0,0.35
38,1469214000.0,0.43
39,1469215800.0,1.15
40,1469217600.0,0.93
41,1469219400.0,0.05
42,1469221200.0,0.11
43,1469223000.0,0.61
44,1469224800.0,0.09
45,1469226600.0,0.72
46,1469228400.0,0.28
47,1469230200.0,1.41
