,Unixdatetime,values
0,1469664000.0,0.26
1,1469665800.0,0.29
2,1469667600.0,1.12
3,1469669400.0,0.53
4,1469671200.0,0.22
5,1469673000.0,0.26
6,1469674800.0,0.28
7,1469676600.0,0.62
8,1469678400.0,0.15
9,1469680200.0,0.26
10,1469682000.0,0.05
11,1469683800.0,0.11
12,1469685600.0,0.56
13,1469687400.0,0.7
14,1469689200.0,0.78
15,1469691000.0,0.01
16,1469692800.0,0.41
17,1469694600.0,0.04
18,1469696400.0,0.1
19,1469698200.0,0.37
20,1469700000.0,1.08
21,1469701800.0,0.31
22,1469703600.0,0.44
23,1469705400.0,0.14
24,1469707200.0,1.08
25,1469709000.0,0.94
26,1469710800.0,0.32
27,1469712600.0,0.88
28,1469714400.0,0.1
29,1469716200.0,1.03
30,1469718000.0,0.86
31,1469719800.0,0.5
32,1469721600.0,0.01
33,1469723400.0,0.03
34,1469725200.0,0.29
35,1469727000.0,0.27
36,1469728800.0,0.88
37,1469730600.0,0.09
38,1469732400.0,0.05
39,1469734200.0,0.61
40,1469736000.0,0.58
41,1469737800.0,0.26
42,1469739600.0,0.43
43,1469741400.0,1.24
44,1469743200.0,0.12
45,1469745000.0,0.61
46,1469746800.0,0.72
47,1469748600.0,0.48
