,Unixdatetime,values
0,1460073600.0,0.25
1,1460075400.0,0.2
2,1460077200.0,0.53
3,1460079000.0,0.17
4,1460080800.0,0.28
5,1460082600.0,0.21
6,1460084400.0,0.4
7,1460086200.0,0.05
8,1460088000.0,0.5
9,1460089800.0,0.01
10,1460091600.0,0.39
11,1460093400.0,0.22
12,1460095200.0,0.28
13,1460097000.0,0.23
14,1460098800.0,0.03
15,1460100600.0,0.46
16,1460102400.0,0.44
17,1460104200.0,0.3
18,1460106000.0,0.48
19,1460107800.0,0.11
20,1460109600.0,0.25
21,1460111400.0,0.54
22,1460113200.0,0.29
23,1460115000.0,0.15
24,1460116800.0,0.24
25,1460118600.0,0.05
26,1460120400.0,0.23
27,1460122200.0,0.42
28,1460124000.0,0.33
29,1460125800.0,0.29
30,1460127600.0,0.06
31,1460129400.0,0.39
32,1460131200.0,0.07
33,1460133000.0,0.24
34,1460134800.0,0.25
35,1460136600.0,0.41
36,1460138400.0,0.05
37,1460140200.0,0.66
38,1460142000.0,0.06
39,1460143800.0,0.68
40,1460145600.0,0.38
41,1460147400.0,0.78
42,1460149200.0,0.04
43,1460151000.0,0.26
44,1460152800.0,0.3
45,1460154600.0,0.25
46,1460156400.0,0.11
47,1460158200.0,0.22
