,Unixdatetime,values
0,1455753600.0,0.67
1,1455755400.0,0.88
2,1455757200.0,0.78
3,1455759000.0,0.31
4,1455760800.0,0.28
5,1455762600.0,0.76
6,1455764400.0,0.53
7,1455766200.0,0.16
8,1455768000.0,0.16
9,1455769800.0,0.65
10,1455771600.0,0.21
11,1455773400.0,0.85
12,1455775200.0,0.34
13,1455777000.0,0.52
14,1455778800.0,0.01
15,1455780600.0,0.34
16,1455782400.0,0.47
17,1455784200.0,0.25
18,1455786000.0,0.27
19,1455787800.0,0.62
20,1455789600.0,0.32
21,1455791400.0,0.07
22,1455793200.0,0.32
23,1455795000.0,0.65
24,1455796800.0,0.42
25,1455798600.0,0.61
26,1455800400.0,0.17
27,1455802200.0,0.19
28,1455804000.0,0.0
29,1455805800.0,0.5
30,1455807600.0,0.48
31,1455809400.0,0.48
32,1455811200.0,0.29
33,1455813000.0,0.23
34,1455814800.0,0.5
35,1455816600.0,0.44
36,1455818400.0,0.06
37,1455820200.0,1.18
38,1455822000.0,0.11
39,1455823800.0,0.41
40,1455825600.0,0.66
41,1455827400.0,0.07
42,1455829200.0,0.83
43,1455831000.0,0.29
44,1455832800.0,0.7
45,1455834600.0,0.46
46,1455836400.0,0.57
47,1455838200.0,0.19
48,1455840000.0,0.27
49,1455841800.0,0.14
50,1455843600.0,0.97
51,1455845400.0,0.16
52,1455847200.0,0.52
53,1455849000.0,0.29
54,1455850800.0,0.42
55,1455852600.0,0.4
56,1455854400.0,0.75
57,1455856200.0,0.08
58,1455858000.0,0.02
59,1455859800.0,0.43
60,1455861600.0,0.53
61,1455863400.0,0.24
62,1455865200.0,0.58
63,1455867000.0,0.03
64,1455868800.0,0.15
65,1455870600.0,0.03
66,1455872400.0,0.41
67,1455874200.0,0.47
68,1455876000.0,0.15
69,1455877800.0,0.53
70,1455879600.0,0.27
71,1455881400.0,0.33
72,1455883200.0,0.23
73,1455885000.0,0.37
74,1455886800.0,0.35
75,1455888600.0,0.24
76,1455890400.0,0.79
77,1455892200.0,0.05
78,1455894000.0,0.48
79,1455895800.0,0.72
80,1455897600.0,0.58
81,1455899400.0,0.11
82,1455901200.0,0.56
83,1455903000.0,0.61
84,1455904800.0,0.06
85,1455906600.0,0.79
86,1455908400.0,0.26
87,1455910200.0,0.08
88,1455912000.0,0.6
89,1455913800.0,0.25
90,1455915600.0,0.01
91,1455917400.0,0.74
92,1455919200.0,0.24
93,1455921000.0,0.01
94,1455922800.0,0.56
95,1455924600.0,0.19
96,1455926400.0,0.1
97,1455928200.0,0.93
98,1455930000.0,0.01
99,1455931800.0,0.44
100,1455933600.0,1.28
101,1455935400.0,0.3
102,1455937200.0,0.79
103,1455939000.0,0.24
104,1455940800.0,0.33
105,1455942600.0,0.53
106,1455944400.0,0.71
107,1455946200.0,0.34
108,1455948000.0,0.29
109,1455949800.0,0.13
110,1455951600.0,0.42
111,1455953400.0,0.23
112,1455955200.0,0.61
113,1455957000.0,0.81
114,1455958800.0,0.4
115,1455960600.0,0.41
116,1455962400.0,0.3
117,1455964200.0,0.59
118,1455966000.0,0.42
119,1455967800.0,0.41
120,1455969600.0,0.31
121,1455971400.0,0.26
122,1455973200.0,0.29
123,1455975000.0,0.95
124,1455976800.0,0.58
125,1455978600.0,0.53
126,1455980400.0,0.31
127,1455982200.0,1.12
128,1455984000.0,0.8
129,1455985800.0,0.65
130,1455987600.0,0.87
131,1455989400.0,0.2
132,1455991200.0,1.0
133,1455993000.0,0.2
134,1455994800.0,0.05
135,1455996600.0,0.39
136,1455998400.0,0.63
137,1456000200.0,0.05
138,1456002000.0,0.61
139,1456003800.0,0.92
140,1456005600.0,0.83
141,1456007400.0,0.59
142,1456009200.0,0.15
143,1456011000.0,0.51
144,1456012800.0,1.03
145,1456014600.0,0.67
146,1456016400.0,0.42
147,1456018200.0,0.13
148,1456020000.0,0.2
149,1456021800.0,0.57
150,1456023600.0,0.16
151,1456025400.0,1.04
152,1456027200.0,0.69
153,1456029000.0,0.77
154,1456030800.0,0.03
155,1456032600.0,0.43
156,1456034400.0,0.36
157,1456036200.0,0.21
158,1456038000.0,0.64
159,1456039800.0,0.35
160,1456041600.0,0.37
161,1456043400.0,0.18
162,1456045200.0,0.63
163,1456047000.0,0.22
164,1456048800.0,0.45
165,1456050600.0,0.43
166,1456052400.0,1.01
167,1456054200.0,1.02
168,1456056000.0,0.78
