,Unixdatetime,values
0,1465948800.0,0.45
1,1465950600.0,0.2
2,1465952400.0,0.24
3,1465954200.0,0.31
4,1465956000.0,0.39
5,1465957800.0,0.62
6,1465959600.0,0.78
7,1465961400.0,0.64
8,1465963200.0,0.16
9,1465965000.0,0.4
10,1465966800.0,0.48
11,1465968600.0,0.53
12,1465970400.0,0.46
13,1465972200.0,0.64
14,1465974000.0,0.81
15,1465975800.0,0.42
16,1465977600.0,1.05
17,1465979400.0,0.56
18,1465981200.0,0.48
19,1465983000.0,0.56
20,1465984800.0,0.65
21,1465986600.0,0.37
22,1465988400.0,0.51
23,1465990200.0,0.13
24,1465992000.0,0.66
25,1465993800.0,0.48
26,1465995600.0,0.12
27,1465997400.0,0.17
28,1465999200.0,0.95
29,1466001000.0,0.33
30,1466002800.0,0.66
31,1466004600.0,0.14
32,1466006400.0,0.41
33,1466008200.0,0.77
34,1466010000.0,0.86
35,1466011800.0,0.92
36,1466013600.0,0.67
37,1466015400.0,0.16
38,1466017200.0,0.44
39,1466019000.0,0.21
40,1466020800.0,0.03
41,1466022600.0,0.98
42,1466024400.0,0.4
43,1466026200.0,0.55
44,1466028000.0,0.81
45,1466029800.0,0.42
46,1466031600.0,0.31
47,1466033400.0,0.09
