,Unixdatetime,values
0,1458518400.0,0.11
1,1458520200.0,0.15
2,1458522000.0,0.01
3,1458523800.0,0.18
4,1458525600.0,0.4
5,1458527400.0,0.36
6,1458529200.0,0.23
7,1458531000.0,0.06
8,1458532800.0,0.72
9,1458534600.0,0.15
10,1458536400.0,0.06
11,1458538200.0,0.04
12,1458540000.0,0.33
13,1458541800.0,0.31
14,1458543600.0,0.11
15,1458545400.0,0.23
16,1458547200.0,0.23
17,1458549000.0,0.52
18,1458550800.0,0.13
19,1458552600.0,0.03
20,1458554400.0,0.1
21,1458556200.0,0.37
22,1458558000.0,0.17
23,1458559800.0,0.3
24,1458561600.0,0.26
25,1458563400.0,0.09
26,1458565200.0,0.08
27,1458567000.0,0.54
28,1458568800.0,0.3
29,1458570600.0,0.23
30,1458572400.0,0.1
31,1458574200.0,0.2
32,1458576000.0,0.03
33,1458577800.0,0.24
34,1458579600.0,0.24
35,1458581400.0,0.12
36,1458583200.0,0.72
37,1458585000.0,0.39
38,1458586800.0,0.06
39,1458588600.0,0.54
40,1458590400.0,0.27
41,1458592200.0,0.24
42,1458594000.0,0.11
43,1458595800.0,0.38
44,1458597600.0,0.62
45,1458599400.0,0.13
46,1458601200.0,0.53
47,1458603000.0,0.14
48,1458604800.0,0.15
49,1458606600.0,0.6
50,1458608400.0,0.04
51,1458610200.0,0.09
52,1458612000.0,0.22
53,1458613800.0,0.28
54,1458615600.0,0.37
55,1458617400.0,0.21
56,1458619200.0,0.38
57,1458621000.0,0.37
58,1458622800.0,0.44
59,1458624600.0,0.26
60,1458626400.0,0.01
61,1458628200.0,0.14
62,1458630000.0,0.15
63,1458631800.0,0.1
64,1458633600.0,0.38
65,1458635400.0,0.09
66,1458637200.0,0.13
67,1458639000.0,0.65
68,1458640800.0,0.62
69,1458642600.0,0.21
70,1458644400.0,0.27
71,1458646200.0,0.04
72,1458648000.0,0.16
73,1458649800.0,0.31
74,1458651600.0,0.2
75,1458653400.0,0.35
76,1458655200.0,0.07
77,1458657000.0,0.29
78,1458658800.0,0.23
79,1458660600.0,0.18
80,1458662400.0,0.19
81,1458664200.0,0.01
82,1458666000.0,0.22
83,1458667800.0,0.27
84,1458669600.0,0.19
85,1458671400.0,0.02
86,1458673200.0,0.35
87,1458675000.0,0.15
88,1458676800.0,0.06
89,1458678600.0,0.19
90,1458680400.0,0.09
91,1458682200.0,0.41
92,1458684000.0,0.29
93,1458685800.0,0.55
94,1458687600.0,0.04
95,1458689400.0,0.0
96,1458691200.0,0.19
97,1458693000.0,0.27
98,1458694800.0,0.31
99,1458696600.0,0.14
100,1458698400.0,0.36
101,1458700200.0,0.3
102,1458702000.0,0.03
103,1458703800.0,0.26
104,1458705600.0,0.05
105,1458707400.0,0.09
106,1458709200.0,0.11
107,1458711000.0,0.42
108,1458712800.0,0.53
109,1458714600.0,0.39
110,1458716400.0,0.36
111,1458718200.0,0.21
112,1458720000.0,0.34
113,1458721800.0,0.19
114,1458723600.0,0.31
115,1458725400.0,0.11
116,1458727200.0,0.49
117,1458729000.0,0.43
118,1458730800.0,0.19
119,1458732600.0,0.27
120,1458734400.0,0.11
121,1458736200.0,0.57
122,1458738000.0,0.12
123,1458739800.0,0.33
124,1458741600.0,0.15
125,1458743400.0,0.58
126,1458745200.0,0.59
127,1458747000.0,0.17
128,1458748800.0,0.02
129,1458750600.0,0.33
130,1458752400.0,0.0
131,1458754200.0,0.34
132,1458756000.0,0.16
133,1458757800.0,0.51
134,1458759600.0,0.26
135,1458761400.0,0.06
136,1458763200.0,0.12
137,1458765000.0,0.34
138,1458766800.0,0.43
139,1458768600.0,0.27
140,1458770400.0,0.57
141,1458772200.0,0.1
142,1458774000.0,0.13
143,1458775800.0,0.1
