,Unixdatetime,values
0,1458345600.0,0.1
1,1458347400.0,0.18
2,1458349200.0,0.29
3,1458351000.0,0.22
4,1458352800.0,0.18
5,1458354600.0,0.22
6,1458356400.0,0.02
7,1458358200.0,0.23
8,1458360000.0,0.51
9,1458361800.0,0.1
10,1458363600.0,0.34
11,1458365400.0,0.53
12,1458367200.0,0.05
13,1458369000.0,0.15
14,1458370800.0,0.17
15,1458372600.0,0.05
16,1458374400.0,0.24
17,1458376200.0,0.02
18,1458378000.0,0.34
19,1458379800.0,0.34
20,1458381600.0,0.07
21,1458383400.0,0.14
22,1458385200.0,0.13
23,1458387000.0,0.1
24,1458388800.0,0.15
25,1458390600.0,0.33
26,1458392400.0,0.09
27,1458394200.0,0.26
28,1458396000.0,0.67
29,1458397800.0,0.46
30,1458399600.0,0.2
31,1458401400.0,0.01
32,1458403200.0,0.09
33,1458405000.0,0.07
34,1458406800.0,0.52
35,1458408600.0,0.38
36,1458410400.0,0.04
37,1458412200.0,0.27
38,1458414000.0,0.14
39,1458415800.0,0.1
40,1458417600.0,0.36
41,1458419400.0,0.1
42,1458421200.0,0.08
43,1458423000.0,0.52
44,1458424800.0,0.22
45,1458426600.0,0.32
46,1458428400.0,0.26
47,1458430200.0,0.6
