,Unixdatetime,values
0,1456876800.0,0.15
1,1456878600.0,0.42
2,1456880400.0,0.02
3,1456882200.0,0.09
4,1456884000.0,0.15
5,1456885800.0,0.18
6,1456887600.0,0.01
7,1456889400.0,0.16
8,1456891200.0,0.21
9,1456893000.0,0.01
10,1456894800.0,0.58
11,1456896600.0,0.08
12,1456898400.0,0.19
13,1456900200.0,0.61
14,1456902000.0,0.35
15,1456903800.0,0.23
16,1456905600.0,0.06
17,1456907400.0,0.03
18,1456909200.0,0.3
19,1456911000.0,0.32
20,1456912800.0,0.16
21,1456914600.0,0.65
22,1456916400.0,0.3
23,1456918200.0,0.51
24,1456920000.0,0.41
25,1456921800.0,0.34
26,1456923600.0,0.28
27,1456925400.0,0.21
28,1456927200.0,0.18
29,1456929000.0,0.1
30,1456930800.0,0.21
31,1456932600.0,0.35
32,1456934400.0,0.26
33,1456936200.0,0.14
34,1456938000.0,0.14
35,1456939800.0,0.1
36,1456941600.0,0.05
37,1456943400.0,0.28
38,1456945200.0,0.07
39,1456947000.0,0.27
40,1456948800.0,0.51
41,1456950600.0,0.36
42,1456952400.0,0.27
43,1456954200.0,0.29
44,1456956000.0,0.04
45,1456957800.0,0.1
46,1456959600.0,0.06
47,1456961400.0,0.56
48,1456963200.0,0.13
49,1456965000.0,0.4
50,1456966800.0,0.24
51,1456968600.0,0.28
52,1456970400.0,0.49
53,1456972200.0,0.43
54,1456974000.0,0.58
55,1456975800.0,0.12
56,1456977600.0,0.74
57,1456979400.0,0.13
58,1456981200.0,0.2
59,1456983000.0,0.01
60,1456984800.0,0.04
61,1456986600.0,0.07
62,1456988400.0,0.06
63,1456990200.0,0.35
64,1456992000.0,0.14
65,1456993800.0,0.03
66,1456995600.0,0.04
67,1456997400.0,0.14
68,1456999200.0,0.51
69,1457001000.0,0.45
70,1457002800.0,0.17
71,1457004600.0,0.4
72,1457006400.0,0.3
73,1457008200.0,0.09
74,1457010000.0,0.04
75,1457011800.0,0.02
76,1457013600.0,0.39
77,1457015400.0,0.27
78,1457017200.0,0.2
79,1457019000.0,0.18
80,1457020800.0,0.14
81,1457022600.0,0.37
82,1457024400.0,0.01
83,1457026200.0,0.22
84,1457028000.0,0.03
85,1457029800.0,0.0
86,1457031600.0,0.15
87,1457033400.0,0.1
88,1457035200.0,0.03
89,1457037000.0,0.42
90,1457038800.0,0.39
91,1457040600.0,0.13
92,1457042400.0,0.21
93,1457044200.0,0.1
94,1457046000.0,0.23
95,1457047800.0,0.19
