,Unixdatetime,values
0,1457654400.0,0.02
1,1457656200.0,0.15
2,1457658000.0,0.25
3,1457659800.0,0.14
4,1457661600.0,0.02
5,1457663400.0,0.05
6,1457665200.0,0.16
7,1457667000.0,0.16
8,1457668800.0,0.17
9,1457670600.0,0.19
10,1457672400.0,0.31
11,1457674200.0,0.2
12,1457676000.0,0.13
13,1457677800.0,0.1
14,1457679600.0,0.44
15,1457681400.0,0.09
16,1457683200.0,0.16
17,1457685000.0,0.04
18,1457686800.0,0.0
19,1457688600.0,0.37
20,1457690400.0,0.49
21,1457692200.0,0.19
22,1457694000.0,0.25
23,1457695800.0,0.35
24,1457697600.0,0.31
25,1457699400.0,0.49
26,1457701200.0,0.61
27,1457703000.0,0.72
28,1457704800.0,0.16
29,1457706600.0,0.11
30,1457708400.0,0.33
31,1457710200.0,0.63
32,1457712000.0,0.43
33,1457713800.0,0.24
34,1457715600.0,0.24
35,1457717400.0,0.52
36,1457719200.0,0.26
37,1457721000.0,0.05
38,1457722800.0,0.14
39,1457724600.0,0.19
40,1457726400.0,0.06
41,1457728200.0,0.24
42,1457730000.0,0.07
43,1457731800.0,0.23
44,1457733600.0,0.26
45,1457735400.0,0.35
46,1457737200.0,0.29
47,1457739000.0,0.25
48,1457740800.0,0.08
49,1457742600.0,0.26
50,1457744400.0,0.3
51,1457746200.0,0.06
52,1457748000.0,0.64
53,1457749800.0,0.36
54,1457751600.0,0.13
55,1457753400.0,0.15
56,1457755200.0,0.3
57,1457757000.0,0.31
58,1457758800.0,0.53
59,1457760600.0,0.16
60,1457762400.0,0.23
61,1457764200.0,0.03
62,1457766000.0,0.62
63,1457767800.0,0.41
64,1457769600.0,0.28
65,1457771400.0,0.49
66,1457773200.0,0.14
67,1457775000.0,0.59
68,1457776800.0,0.21
69,1457778600.0,0.04
70,1457780400.0,0.06
71,1457782200.0,0.42
72,1457784000.0,0.12
73,1457785800.0,0.37
74,1457787600.0,0.25
75,1457789400.0,0.28
76,1457791200.0,0.54
77,1457793000.0,0.61
78,1457794800.0,0.1
79,1457796600.0,0.74
80,1457798400.0,0.23
81,1457800200.0,0.31
82,1457802000.0,0.79
83,1457803800.0,0.47
84,1457805600.0,0.1
85,1457807400.0,0.58
86,1457809200.0,0.25
87,1457811000.0,0.2
88,1457812800.0,0.02
89,1457814600.0,0.39
90,1457816400.0,0.24
91,1457818200.0,0.69
92,1457820000.0,0.21
93,1457821800.0,0.08
94,1457823600.0,0.1
95,1457825400.0,0.04
