,Unixdatetime,values
0,1461801600.0,0.25
1,1461803400.0,0.24
2,1461805200.0,0.35
3,1461807000.0,0.33
4,1461808800.0,0.07
5,1461810600.0,0.39
6,1461812400.0,0.1
7,1461814200.0,0.27
8,1461816000.0,0.01
9,1461817800.0,0.46
10,1461819600.0,0.08
11,1461821400.0,0.26
12,1461823200.0,0.12
13,1461825000.0,0.5
14,1461826800.0,0.58
15,1461828600.0,0.23
16,1461830400.0,0.1
17,1461832200.0,0.25
18,1461834000.0,0.06
19,1461835800.0,0.48
20,1461837600.0,0.05
21,1461839400.0,0.56
22,1461841200.0,0.31
23,1461843000.0,0.18
24,1461844800.0,0.38
25,1461846600.0,0.01
26,1461848400.0,0.26
27,1461850200.0,0.15
28,1461852000.0,0.21
29,1461853800.0,0.3
30,1461855600.0,0.65
31,1461857400.0,0.45
32,1461859200.0,0.03
33,1461861000.0,0.09
34,1461862800.0,0.16
35,1461864600.0,0.64
36,1461866400.0,0.08
37,1461868200.0,0.06
38,1461870000.0,0.21
39,1461871800.0,0.17
40,1461873600.0,0.32
41,1461875400.0,0.46
42,1461877200.0,0.32
43,1461879000.0,0.39
44,1461880800.0,0.49
45,1461882600.0,0.16
46,1461884400.0,0.05
47,1461886200.0,0.25
48,1461888000.0,0.25
49,1461889800.0,0.04
50,1461891600.0,0.15
51,1461893400.0,0.19
52,1461895200.0,0.02
53,1461897000.0,0.25
54,1461898800.0,0.4
55,1461900600.0,0.33
56,1461902400.0,0.17
57,1461904200.0,0.31
58,1461906000.0,0.3
59,1461907800.0,0.06
60,1461909600.0,0.11
61,1461911400.0,0.18
62,1461913200.0,0.09
63,1461915000.0,0.58
64,1461916800.0,0.11
65,1461918600.0,0.15
66,1461920400.0,0.24
67,1461922200.0,0.28
68,1461924000.0,0.5
69,1461925800.0,0.29
70,1461927600.0,0.05
71,1461929400.0,0.05
72,1461931200.0,0.03
73,1461933000.0,0.32
74,1461934800.0,0.39
75,1461936600.0,0.43
76,1461938400.0,0.3
77,1461940200.0,0.37
78,1461942000.0,0.28
79,1461943800.0,0.34
80,1461945600.0,0.4
81,1461947400.0,0.21
82,1461949200.0,0.63
83,1461951000.0,0.02
84,1461952800.0,0.04
85,1461954600.0,0.25
86,1461956400.0,0.53
87,1461958200.0,0.19
88,1461960000.0,0.02
89,1461961800.0,0.07
90,1461963600.0,0.01
91,1461965400.0,0.02
92,1461967200.0,0.36
93,1461969000.0,0.1
94,1461970800.0,0.12
95,1461972600.0,0.07
