,Unixdatetime,values
0,1462492800.0,0.02
1,1462494600.0,0.21
2,1462496400.0,0.16
3,1462498200.0,0.18
4,1462500000.0,0.03
5,1462501800.0,0.03
6,1462503600.0,0.24
7,1462505400.0,0.21
8,1462507200.0,0.22
9,1462509000.0,0.05
10,1462510800.0,0.36
11,1462512600.0,0.76
12,1462514400.0,0.18
13,1462516200.0,0.22
14,1462518000.0,0.26
15,1462519800.0,0.44
16,1462521600.0,0.23
17,1462523400.0,0.17
18,1462525200.0,0.24
19,1462527000.0,0.35
20,1462528800.0,0.16
21,1462530600.0,0.72
22,1462532400.0,0.21
23,1462534200.0,0.64
24,1462536000.0,0.31
25,1462537800.0,0.27
26,1462539600.0,0.1
27,1462541400.0,0.15
28,1462543200.0,0.3
29,1462545000.0,0.31
30,1462546800.0,0.18
31,1462548600.0,0.34
32,1462550400.0,0.14
33,1462552200.0,0.09
34,1462554000.0,0.08
35,1462555800.0,0.41
36,1462557600.0,0.09
37,1462559400.0,0.41
38,1462561200.0,0.32
39,1462563000.0,0.11
40,1462564800.0,0.38
41,1462566600.0,0.33
42,1462568400.0,0.13
43,1462570200.0,0.46
44,1462572000.0,0.42
45,1462573800.0,0.62
46,1462575600.0,0.43
47,1462577400.0,0.16
