,Unixdatetime,values
0,1456790400.0,0.45
1,1456792200.0,0.19
2,1456794000.0,0.21
3,1456795800.0,0.07
4,1456797600.0,0.18
5,1456799400.0,0.27
6,1456801200.0,0.41
7,1456803000.0,0.72
8,1456804800.0,0.04
9,1456806600.0,0.09
10,1456808400.0,0.24
11,1456810200.0,0.14
12,1456812000.0,0.07
13,1456813800.0,0.38
14,1456815600.0,0.27
15,1456817400.0,0.05
16,1456819200.0,0.32
17,1456821000.0,0.13
18,1456822800.0,0.54
19,1456824600.0,0.17
20,1456826400.0,0.41
21,1456828200.0,0.16
22,1456830000.0,0.3
23,1456831800.0,0.12
24,1456833600.0,0.18
25,1456835400.0,0.45
26,1456837200.0,0.48
27,1456839000.0,0.34
28,1456840800.0,0.13
29,1456842600.0,0.19
30,1456844400.0,0.09
31,1456846200.0,0.06
32,1456848000.0,0.12
33,1456849800.0,0.35
34,1456851600.0,0.15
35,1456853400.0,0.04
36,1456855200.0,0.62
37,1456857000.0,0.05
38,1456858800.0,0.31
39,1456860600.0,0.18
40,1456862400.0,0.14
41,1456864200.0,0.29
42,1456866000.0,0.14
43,1456867800.0,0.01
44,1456869600.0,0.17
45,1456871400.0,0.38
46,1456873200.0,0.12
47,1456875000.0,0.07
