,Unixdatetime,values
0,1464480000.0,0.12
1,1464481800.0,1.12
2,1464483600.0,0.07
3,1464485400.0,0.43
4,1464487200.0,0.67
5,1464489000.0,0.87
6,1464490800.0,0.65
7,1464492600.0,0.39
8,1464494400.0,0.06
9,1464496200.0,0.82
10,1464498000.0,0.33
11,1464499800.0,0.61
12,1464501600.0,0.51
13,1464503400.0,0.02
14,1464505200.0,0.64
15,1464507000.0,0.47
16,1464508800.0,0.11
17,1464510600.0,0.85
18,1464512400.0,1.05
19,1464514200.0,1.52
20,1464516000.0,0.67
21,1464517800.0,0.32
22,1464519600.0,0.73
23,1464521400.0,0.38
24,1464523200.0,0.29
25,1464525000.0,0.45
26,1464526800.0,0.47
27,1464528600.0,0.27
28,1464530400.0,0.55
29,1464532200.0,0.4
30,1464534000.0,0.16
31,1464535800.0,0.28
32,1464537600.0,0.03
33,1464539400.0,0.57
34,1464541200.0,0.29
35,1464543000.0,0.56
36,1464544800.0,0.13
37,1464546600.0,0.03
38,1464548400.0,0.33
39,1464550200.0,0.01
40,1464552000.0,0.34
41,1464553800.0,0.34
42,1464555600.0,0.91
43,1464557400.0,0.13
44,1464559200.0,0.22
45,1464561000.0,0.15
46,1464562800.0,0.03
47,1464564600.0,0.32
48,1464566400.0,0.17
49,1464568200.0,0.15
50,1464570000.0,0.27
51,1464571800.0,0.23
52,1464573600.0,0.68
53,1464575400.0,0.37
54,1464577200.0,0.0
55,1464579000.0,0.37
56,1464580800.0,0.58
57,1464582600.0,0.38
58,1464584400.0,0.9
59,1464586200.0,0.54
60,1464588000.0,0.82
61,1464589800.0,0.38
62,1464591600.0,0.64
63,1464593400.0,0.06
64,1464595200.0,0.64
65,1464597000.0,0.05
66,1464598800.0,0.83
67,1464600600.0,0.62
68,1464602400.0,0.12
69,1464604200.0,1.22
70,1464606000.0,0.29
71,1464607800.0,0.6
72,1464609600.0,0.48
73,1464611400.0,0.18
74,1464613200.0,0.5
75,1464615000.0,0.49
76,1464616800.0,0.1
77,1464618600.0,0.44
78,1464620400.0,0.26
79,1464622200.0,0.09
80,1464624000.0,0.7
81,1464625800.0,0.32
82,1464627600.0,0.44
83,1464629400.0,0.64
84,1464631200.0,0.85
85,1464633000.0,0.51
86,1464634800.0,0.01
87,1464636600.0,0.92
88,1464638400.0,1.0
89,1464640200.0,0.25
90,1464642000.0,0.41
91,1464643800.0,0.57
92,1464645600.0,0.16
93,1464647400.0,0.43
94,1464649200.0,1.05
95,1464651000.0,0.38
96,1464652800.0,0.3
97,1464654600.0,1.58
98,1464656400.0,0.38
99,1464658200.0,0.21
100,1464660000.0,0.5
101,1464661800.0,0.63
102,1464663600.0,0.56
103,1464665400.0,0.0
104,1464667200.0,0.12
105,1464669000.0,0.64
106,1464670800.0,0.51
107,1464672600.0,0.25
108,1464674400.0,0.75
109,1464676200.0,0.28
110,1464678000.0,0.15
111,1464679800.0,0.11
112,1464681600.0,0.34
113,1464683400.0,0.17
114,1464685200.0,0.75
115,1464687000.0,0.18
116,1464688800.0,0.72
117,1464690600.0,0.11
118,1464692400.0,0.48
119,1464694200.0,0.38
120,1464696000.0,1.23
121,1464697800.0,0.63
122,1464699600.0,0.77
123,1464701400.0,0.5
124,1464703200.0,0.31
125,1464705000.0,0.1
126,1464706800.0,0.0
127,1464708600.0,0.39
128,1464710400.0,0.39
129,1464712200.0,0.62
130,1464714000.0,0.83
131,1464715800.0,1.23
132,1464717600.0,0.67
133,1464719400.0,0.01
134,1464721200.0,0.29
135,1464723000.0,0.72
136,1464724800.0,0.15
137,1464726600.0,1.17
138,1464728400.0,0.2
139,1464730200.0,0.1
140,1464732000.0,0.99
141,1464733800.0,0.61
142,1464735600.0,0.62
143,1464737400.0,0.34
144,1464739200.0,0.21
145,1464741000.0,0.71
146,1464742800.0,0.55
147,1464744600.0,0.12
148,1464746400.0,0.34
149,1464748200.0,1.11
150,1464750000.0,0.15
151,1464751800.0,0.15
152,1464753600.0,0.48
153,1464755400.0,0.47
154,1464757200.0,0.31
155,1464759000.0,0.53
156,1464760800.0,0.02
157,1464762600.0,0.21
158,1464764400.0,0.09
159,1464766200.0,0.29
160,1464768000.0,0.02
161,1464769800.0,0.69
162,1464771600.0,0.3
163,1464773400.0,0.11
164,1464775200.0,0.34
165,1464777000.0,0.3
166,1464778800.0,0.07
167,1464780600.0,0.08
168,1464782400.0,0.04
169,1464784200.0,0.1
170,1464786000.0,0.49
171,1464787800.0,0.47
172,1464789600.0,0.64
173,1464791400.0,0.07
174,1464793200.0,0.95
175,1464795000.0,1.5
176,1464796800.0,0.42
177,1464798600.0,0.32
178,1464800400.0,0.3
179,1464802200.0,0.57
180,1464804000.0,0.61
181,1464805800.0,0.25
182,1464807600.0,1.14
183,1464809400.0,0.53
184,1464811200.0,0.74
185,1464813000.0,0.28
186,1464814800.0,0.55
187,1464816600.0,0.56
188,1464818400.0,0.23
189,1464820200.0,0.58
190,1464822000.0,0.38
191,1464823800.0,0.07
