,Unixdatetime,values
0,1463788800.0,0.35
1,1463790600.0,0.1
2,1463792400.0,0.26
3,1463794200.0,0.09
4,1463796000.0,0.36
5,1463797800.0,0.34
6,1463799600.0,0.28
7,1463801400.0,0.08
8,1463803200.0,0.1
9,1463805000.0,0.36
10,1463806800.0,0.32
11,1463808600.0,0.27
12,1463810400.0,0.21
13,1463812200.0,0.51
14,1463814000.0,0.05
15,1463815800.0,0.07
16,1463817600.0,0.47
17,1463819400.0,0.34
18,1463821200.0,0.17
19,1463823000.0,0.01
20,1463824800.0,0.16
21,1463826600.0,0.22
22,1463828400.0,0.08
23,1463830200.0,0.21
24,1463832000.0,0.04
25,1463833800.0,0.11
26,1463835600.0,0.18
27,1463837400.0,0.36
28,1463839200.0,0.04
29,1463841000.0,0.1
30,1463842800.0,0.32
31,1463844600.0,0.03
32,1463846400.0,0.32
33,1463848200.0,0.17
34,1463850000.0,0.13
35,1463851800.0,0.51
36,1463853600.0,0.13
37,1463855400.0,0.3
38,1463857200.0,0.15
39,1463859000.0,0.11
40,1463860800.0,0.1
41,1463862600.0,0.14
42,1463864400.0,0.23
43,1463866200.0,0.13
44,1463868000.0,0.52
45,1463869800.0,0.28
46,1463871600.0,0.13
47,1463873400.0,0.08
