,Unixdatetime,values
0,1457568000.0,0.23
1,1457569800.0,0.03
2,1457571600.0,0.3
3,1457573400.0,0.49
4,1457575200.0,0.48
5,1457577000.0,0.41
6,1457578800.0,0.24
7,1457580600.0,0.01
8,1457582400.0,0.17
9,1457584200.0,0.17
10,1457586000.0,0.22
11,1457587800.0,0.35
12,1457589600.0,0.65
13,1457591400.0,0.0
14,1457593200.0,0.14
15,1457595000.0,0.41
16,1457596800.0,0.11
17,1457598600.0,0.22
18,1457600400.0,0.44
19,1457602200.0,0.55
20,1457604000.0,0.6
21,1457605800.0,0.55
22,1457607600.0,0.41
23,1457609400.0,0.38
24,1457611200.0,0.15
25,1457613000.0,0.53
26,1457614800.0,0.45
27,1457616600.0,0.16
28,1457618400.0,0.33
29,1457620200.0,0.06
30,1457622000.0,0.16
31,1457623800.0,0.11
32,1457625600.0,0.42
33,1457627400.0,0.43
34,1457629200.0,0.21
35,1457631000.0,0.29
36,1457632800.0,0.03
37,1457634600.0,0.16
38,1457636400.0,0.35
39,1457638200.0,0.13
40,1457640000.0,0.73
41,1457641800.0,0.04
42,1457643600.0,0.04
43,1457645400.0,0.02
44,1457647200.0,0.02
45,1457649000.0,0.08
46,1457650800.0,0.22
47,1457652600.0,0.47
