,Unixdatetime,values
0,1461283200.0,0.15
1,1461285000.0,0.09
2,1461286800.0,0.32
3,1461288600.0,0.46
4,1461290400.0,0.35
5,1461292200.0,0.29
6,1461294000.0,0.24
7,1461295800.0,0.27
8,1461297600.0,0.06
9,1461299400.0,0.48
10,1461301200.0,0.02
11,1461303000.0,0.3
12,1461304800.0,0.12
13,1461306600.0,0.29
14,1461308400.0,0.28
15,1461310200.0,0.19
16,1461312000.0,0.57
17,1461313800.0,0.02
18,1461315600.0,0.13
19,1461317400.0,0.04
20,1461319200.0,0.02
21,1461321000.0,0.1
22,1461322800.0,0.17
23,1461324600.0,0.09
24,1461326400.0,0.46
25,1461328200.0,0.34
26,1461330000.0,0.21
27,1461331800.0,0.53
28,1461333600.0,0.07
29,1461335400.0,0.22
30,1461337200.0,0.21
31,1461339000.0,0.22
32,1461340800.0,0.74
33,1461342600.0,0.2
34,1461344400.0,0.16
35,1461346200.0,0.37
36,1461348000.0,0.27
37,1461349800.0,0.2
38,1461351600.0,0.15
39,1461353400.0,0.03
40,1461355200.0,0.26
41,1461357000.0,0.12
42,1461358800.0,0.3
43,1461360600.0,0.37
44,1461362400.0,0.33
45,1461364200.0,0.05
46,1461366000.0,0.33
47,1461367800.0,0.36
