,Unixdatetime,values
0,1462147200.0,0.5
1,1462149000.0,0.28
2,1462150800.0,0.75
3,1462152600.0,0.3
4,1462154400.0,0.25
5,1462156200.0,0.03
6,1462158000.0,0.26
7,1462159800.0,0.66
8,1462161600.0,0.38
9,1462163400.0,0.31
10,1462165200.0,0.14
11,1462167000.0,0.27
12,1462168800.0,0.53
13,1462170600.0,0.02
14,1462172400.0,0.26
15,1462174200.0,0.18
16,1462176000.0,0.39
17,1462177800.0,0.14
18,1462179600.0,0.06
19,1462181400.0,0.12
20,1462183200.0,0.37
21,1462185000.0,0.18
22,1462186800.0,0.14
23,1462188600.0,0.04
24,1462190400.0,0.21
25,1462192200.0,0.5
26,1462194000.0,0.5
27,1462195800.0,0.13
28,1462197600.0,0.3
29,1462199400.0,0.08
30,1462201200.0,0.06
31,1462203000.0,0.12
32,1462204800.0,0.15
33,1462206600.0,0.35
34,1462208400.0,0.26
35,1462210200.0,0.1
36,1462212000.0,0.47
37,1462213800.0,0.12
38,1462215600.0,0.22
39,1462217400.0,0.12
40,1462219200.0,0.38
41,1462221000.0,0.09
42,1462222800.0,0.07
43,1462224600.0,0.52
44,1462226400.0,0.15
45,1462228200.0,0.61
46,1462230000.0,0.13
47,1462231800.0,0.24
48,1462233600.0,0.09
49,1462235400.0,0.03
50,1462237200.0,0.15
51,1462239000.0,0.34
52,1462240800.0,0.13
53,1462242600.0,0.44
54,1462244400.0,0.55
55,1462246200.0,0.31
56,1462248000.0,0.3
57,1462249800.0,0.3
58,1462251600.0,0.0
59,1462253400.0,0.18
60,1462255200.0,0.02
61,1462257000.0,0.19
62,1462258800.0,0.06
63,1462260600.0,0.36
64,1462262400.0,0.47
65,1462264200.0,0.33
66,1462266000.0,0.11
67,1462267800.0,0.11
68,1462269600.0,0.07
69,1462271400.0,0.13
70,1462273200.0,0.02
71,1462275000.0,0.58
72,1462276800.0,0.28
73,1462278600.0,0.36
74,1462280400.0,0.09
75,1462282200.0,0.18
76,1462284000.0,0.26
77,1462285800.0,0.24
78,1462287600.0,0.62
79,1462289400.0,0.34
80,1462291200.0,0.07
81,1462293000.0,0.05
82,1462294800.0,0.35
83,1462296600.0,0.25
84,1462298400.0,0.04
85,1462300200.0,0.18
86,1462302000.0,0.06
87,1462303800.0,0.27
88,1462305600.0,0.3
89,1462307400.0,0.1
90,1462309200.0,0.14
91,1462311000.0,0.22
92,1462312800.0,0.33
93,1462314600.0,0.23
94,1462316400.0,0.52
95,1462318200.0,0.27
