,Unixdatetime,values
0,1459209600.0,0.03
1,1459211400.0,0.18
2,1459213200.0,0.17
3,1459215000.0,0.11
4,1459216800.0,0.11
5,1459218600.0,0.28
6,1459220400.0,0.49
7,1459222200.0,0.51
8,1459224000.0,0.07
9,1459225800.0,0.4
10,1459227600.0,0.46
11,1459229400.0,0.18
12,1459231200.0,0.06
13,1459233000.0,0.59
14,1459234800.0,0.06
15,1459236600.0,0.09
16,1459238400.0,0.36
17,1459240200.0,0.23
18,1459242000.0,0.56
19,1459243800.0,0.22
20,1459245600.0,0.09
21,1459247400.0,0.62
22,1459249200.0,0.39
23,1459251000.0,0.1
24,1459252800.0,0.45
25,1459254600.0,0.08
26,1459256400.0,0.22
27,1459258200.0,0.68
28,1459260000.0,0.75
29,1459261800.0,0.11
30,1459263600.0,0.25
31,1459265400.0,0.19
32,1459267200.0,0.19
33,1459269000.0,0.15
34,1459270800.0,0.27
35,1459272600.0,0.22
36,1459274400.0,0.15
37,1459276200.0,0.52
38,1459278000.0,0.19
39,1459279800.0,0.07
40,1459281600.0,0.29
41,1459283400.0,0.47
42,1459285200.0,0.06
43,1459287000.0,0.11
44,1459288800.0,0.42
45,1459290600.0,0.07
46,1459292400.0,0.08
47,1459294200.0,0.42
48,1459296000.0,0.2
49,1459297800.0,0.09
50,1459299600.0,0.61
51,1459301400.0,0.32
52,1459303200.0,0.19
53,1459305000.0,0.27
54,1459306800.0,0.34
55,1459308600.0,0.33
56,1459310400.0,0.02
57,1459312200.0,0.14
58,1459314000.0,0.31
59,1459315800.0,0.38
60,1459317600.0,0.02
61,1459319400.0,0.2
62,1459321200.0,0.07
63,1459323000.0,0.37
64,1459324800.0,0.34
65,1459326600.0,0.08
66,1459328400.0,0.49
67,1459330200.0,0.25
68,1459332000.0,0.08
69,1459333800.0,0.34
70,1459335600.0,0.29
71,1459337400.0,0.09
72,1459339200.0,0.1
73,1459341000.0,0.1
74,1459342800.0,0.13
75,1459344600.0,0.07
76,1459346400.0,0.72
77,1459348200.0,0.31
78,1459350000.0,0.45
79,1459351800.0,0.67
80,1459353600.0,0.45
81,1459355400.0,0.28
82,1459357200.0,0.23
83,1459359000.0,0.18
84,1459360800.0,0.14
85,1459362600.0,0.36
86,1459364400.0,0.72
87,1459366200.0,0.03
88,1459368000.0,0.3
89,1459369800.0,0.58
90,1459371600.0,0.3
91,1459373400.0,0.06
92,1459375200.0,0.01
93,1459377000.0,0.37
94,1459378800.0,0.22
95,1459380600.0,0.15
96,1459382400.0,0.26
97,1459384200.0,0.49
98,1459386000.0,0.09
99,1459387800.0,0.41
100,1459389600.0,0.01
101,1459391400.0,0.22
102,1459393200.0,0.26
103,1459395000.0,0.47
104,1459396800.0,0.41
105,1459398600.0,0.0
106,1459400400.0,0.07
107,1459402200.0,0.01
108,1459404000.0,0.56
109,1459405800.0,0.02
110,1459407600.0,0.39
111,1459409400.0,0.04
112,1459411200.0,0.58
113,1459413000.0,0.14
114,1459414800.0,0.61
115,1459416600.0,0.05
116,1459418400.0,0.15
117,1459420200.0,0.17
118,1459422000.0,0.36
119,1459423800.0,0.17
120,1459425600.0,0.19
121,1459427400.0,0.24
122,1459429200.0,0.18
123,1459431000.0,0.02
124,1459432800.0,0.42
125,1459434600.0,0.61
126,1459436400.0,0.19
127,1459438200.0,0.35
128,1459440000.0,0.34
129,1459441800.0,0.3
130,1459443600.0,0.5
131,1459445400.0,0.44
132,1459447200.0,0.27
133,1459449000.0,0.53
134,1459450800.0,0.37
135,1459452600.0,0.1
136,1459454400.0,0.31
137,1459456200.0,0.13
138,1459458000.0,0.53
139,1459459800.0,0.32
140,1459461600.0,0.46
141,1459463400.0,0.26
142,1459465200.0,0.35
143,1459467000.0,0.31
