,Unixdatetime,values
0,1465171200.0,0.1
1,1465173000.0,0.77
2,1465174800.0,1.04
3,1465176600.0,0.63
4,1465178400.0,0.53
5,1465180200.0,0.57
6,1465182000.0,0.36
7,1465183800.0,0.11
8,1465185600.0,0.1
9,1465187400.0,0.34
10,1465189200.0,0.85
11,1465191000.0,0.9
12,1465192800.0,0.08
13,1465194600.0,0.49
14,1465196400.0,1.1
15,1465198200.0,1.03
16,1465200000.0,0.44
17,1465201800.0,0.89
18,1465203600.0,0.0
19,1465205400.0,0.66
20,1465207200.0,0.24
21,1465209000.0,0.61
22,1465210800.0,0.0
23,1465212600.0,0.56
24,1465214400.0,1.05
25,1465216200.0,0.82
26,1465218000.0,0.19
27,1465219800.0,0.09
28,1465221600.0,0.27
29,1465223400.0,0.27
30,1465225200.0,0.73
31,1465227000.0,0.05
32,1465228800.0,0.53
33,1465230600.0,0.35
34,1465232400.0,0.81
35,1465234200.0,0.06
36,1465236000.0,0.25
37,1465237800.0,0.92
38,1465239600.0,0.81
39,1465241400.0,1.45
40,1465243200.0,0.03
41,1465245000.0,0.89
42,1465246800.0,0.38
43,1465248600.0,0.51
44,1465250400.0,0.77
45,1465252200.0,0.87
46,1465254000.0,0.32
47,1465255800.0,0.41
48,1465257600.0,0.75
49,1465259400.0,0.25
50,1465261200.0,0.02
51,1465263000.0,0.43
52,1465264800.0,0.93
53,1465266600.0,0.46
54,1465268400.0,0.65
55,1465270200.0,0.36
56,1465272000.0,0.51
57,1465273800.0,0.31
58,1465275600.0,0.12
59,1465277400.0,0.34
60,1465279200.0,0.3
61,1465281000.0,0.02
62,1465282800.0,0.38
63,1465284600.0,0.45
64,1465286400.0,0.61
65,1465288200.0,0.37
66,1465290000.0,0.76
67,1465291800.0,0.42
68,1465293600.0,0.16
69,1465295400.0,0.0
70,1465297200.0,0.21
71,1465299000.0,0.24
72,1465300800.0,0.03
73,1465302600.0,0.55
74,1465304400.0,0.23
75,1465306200.0,0.3
76,1465308000.0,1.03
77,1465309800.0,0.83
78,1465311600.0,0.69
79,1465313400.0,0.91
80,1465315200.0,0.06
81,1465317000.0,0.67
82,1465318800.0,0.73
83,1465320600.0,0.69
84,1465322400.0,1.24
85,1465324200.0,0.49
86,1465326000.0,0.1
87,1465327800.0,0.15
88,1465329600.0,0.59
89,1465331400.0,0.31
90,1465333200.0,0.29
91,1465335000.0,0.7
92,1465336800.0,0.08
93,1465338600.0,0.13
94,1465340400.0,0.53
95,1465342200.0,0.11
96,1465344000.0,1.0
97,1465345800.0,0.84
98,1465347600.0,0.41
99,1465349400.0,0.26
100,1465351200.0,0.21
101,1465353000.0,0.48
102,1465354800.0,0.16
103,1465356600.0,0.26
104,1465358400.0,0.79
105,1465360200.0,0.6
106,1465362000.0,0.17
107,1465363800.0,0.16
108,1465365600.0,0.39
109,1465367400.0,0.37
110,1465369200.0,0.07
111,1465371000.0,0.25
112,1465372800.0,0.33
113,1465374600.0,0.37
114,1465376400.0,0.11
115,1465378200.0,0.46
116,1465380000.0,0.11
117,1465381800.0,0.15
118,1465383600.0,0.22
119,1465385400.0,0.31
120,1465387200.0,0.05
121,1465389000.0,0.7
122,1465390800.0,0.04
123,1465392600.0,0.58
124,1465394400.0,0.3
125,1465396200.0,0.61
126,1465398000.0,0.03
127,1465399800.0,0.66
128,1465401600.0,0.78
129,1465403400.0,0.66
130,1465405200.0,0.57
131,1465407000.0,0.17
132,1465408800.0,0.32
133,1465410600.0,0.45
134,1465412400.0,0.39
135,1465414200.0,0.68
136,1465416000.0,0.62
137,1465417800.0,0.44
138,1465419600.0,0.59
139,1465421400.0,0.18
140,1465423200.0,0.03
141,1465425000.0,0.02
142,1465426800.0,0.43
143,1465428600.0,0.23
144,1465430400.0,0.29
145,1465432200.0,0.79
146,1465434000.0,0.08
147,1465435800.0,0.4
148,1465437600.0,0.08
149,1465439400.0,0.21
150,1465441200.0,1.06
151,1465443000.0,0.59
152,1465444800.0,0.3
153,1465446600.0,0.64
154,1465448400.0,0.13
155,1465450200.0,0.79
156,1465452000.0,0.79
157,1465453800.0,0.09
158,1465455600.0,0.07
159,1465457400.0,0.58
160,1465459200.0,0.61
161,1465461000.0,0.13
162,1465462800.0,0.02
163,1465464600.0,0.03
164,1465466400.0,0.59
165,1465468200.0,0.23
166,1465470000.0,0.65
167,1465471800.0,0.59
168,1465473600.0,0.19
169,1465475400.0,0.05
170,1465477200.0,0.89
171,1465479000.0,1.23
172,1465480800.0,0.59
173,1465482600.0,0.71
174,1465484400.0,0.73
175,1465486200.0,0.3
176,1465488000.0,0.5
177,1465489800.0,0.05
178,1465491600.0,0.58
179,1465493400.0,0.32
180,1465495200.0,0.58
181,1465497000.0,0.2
