,Unixdatetime,values
0,1457049600.0,0.21
1,1457051400.0,0.09
2,1457053200.0,0.55
3,1457055000.0,0.28
4,1457056800.0,0.27
5,1457058600.0,0.29
6,1457060400.0,0.07
7,1457062200.0,0.4
8,1457064000.0,0.55
9,1457065800.0,0.55
10,1457067600.0,0.04
11,1457069400.0,0.07
12,1457071200.0,0.31
13,1457073000.0,0.31
14,1457074800.0,0.11
15,1457076600.0,0.34
16,1457078400.0,0.32
17,1457080200.0,0.0
18,1457082000.0,0.58
19,1457083800.0,0.32
20,1457085600.0,0.45
21,1457087400.0,0.5
22,1457089200.0,0.19
23,1457091000.0,0.36
24,1457092800.0,0.35
25,1457094600.0,0.26
26,1457096400.0,0.18
27,1457098200.0,0.06
28,1457100000.0,0.04
29,1457101800.0,0.55
30,1457103600.0,0.12
31,1457105400.0,0.4
32,1457107200.0,0.27
33,1457109000.0,0.51
34,1457110800.0,0.54
35,1457112600.0,0.78
36,1457114400.0,0.56
37,1457116200.0,0.31
38,1457118000.0,0.45
39,1457119800.0,0.14
40,1457121600.0,0.5
41,1457123400.0,0.5
42,1457125200.0,0.61
43,1457127000.0,0.05
44,1457128800.0,0.13
45,1457130600.0,0.39
46,1457132400.0,0.05
47,1457134200.0,0.26
48,1457136000.0,0.03
49,1457137800.0,0.62
50,1457139600.0,0.37
51,1457141400.0,0.12
52,1457143200.0,0.12
53,1457145000.0,0.29
54,1457146800.0,0.42
55,1457148600.0,0.54
56,1457150400.0,0.43
57,1457152200.0,0.21
58,1457154000.0,0.54
59,1457155800.0,0.11
60,1457157600.0,0.41
61,1457159400.0,0.56
62,1457161200.0,0.44
63,1457163000.0,0.04
64,1457164800.0,0.32
65,1457166600.0,0.14
66,1457168400.0,0.06
67,1457170200.0,0.02
68,1457172000.0,0.23
69,1457173800.0,0.09
70,1457175600.0,0.08
71,1457177400.0,0.0
72,1457179200.0,0.56
73,1457181000.0,0.09
74,1457182800.0,0.47
75,1457184600.0,0.01
76,1457186400.0,0.51
77,1457188200.0,0.36
78,1457190000.0,0.21
79,1457191800.0,0.45
80,1457193600.0,0.4
81,1457195400.0,0.17
82,1457197200.0,0.16
83,1457199000.0,0.05
84,1457200800.0,0.01
85,1457202600.0,0.27
86,1457204400.0,0.3
87,1457206200.0,0.67
88,1457208000.0,0.04
89,1457209800.0,0.46
90,1457211600.0,0.2
91,1457213400.0,0.63
92,1457215200.0,0.49
93,1457217000.0,0.77
94,1457218800.0,0.12
95,1457220600.0,0.16
96,1457222400.0,0.08
97,1457224200.0,0.34
98,1457226000.0,0.29
99,1457227800.0,0.02
100,1457229600.0,0.07
101,1457231400.0,0.36
102,1457233200.0,0.19
103,1457235000.0,0.07
104,1457236800.0,0.29
105,1457238600.0,0.2
106,1457240400.0,0.16
107,1457242200.0,0.14
108,1457244000.0,0.04
109,1457245800.0,0.29
110,1457247600.0,0.49
111,1457249400.0,0.44
112,1457251200.0,0.23
113,1457253000.0,0.5
114,1457254800.0,0.3
115,1457256600.0,0.35
116,1457258400.0,0.36
117,1457260200.0,0.42
118,1457262000.0,0.35
119,1457263800.0,0.25
120,1457265600.0,0.14
121,1457267400.0,0.57
122,1457269200.0,0.41
123,1457271000.0,0.04
124,1457272800.0,0.67
125,1457274600.0,0.15
126,1457276400.0,0.09
127,1457278200.0,0.51
128,1457280000.0,0.11
129,1457281800.0,0.28
130,1457283600.0,0.38
131,1457285400.0,0.23
132,1457287200.0,0.02
133,1457289000.0,0.18
134,1457290800.0,0.15
135,1457292600.0,0.04
136,1457294400.0,0.02
137,1457296200.0,0.09
138,1457298000.0,0.78
139,1457299800.0,0.41
140,1457301600.0,0.21
141,1457303400.0,0.27
142,1457305200.0,0.0
143,1457307000.0,0.31
144,1457308800.0,0.21
145,1457310600.0,0.06
146,1457312400.0,0.22
147,1457314200.0,0.05
148,1457316000.0,0.01
149,1457317800.0,0.32
150,1457319600.0,0.21
151,1457321400.0,0.26
152,1457323200.0,0.55
153,1457325000.0,0.57
154,1457326800.0,0.01
155,1457328600.0,0.3
156,1457330400.0,0.84
157,1457332200.0,0.43
158,1457334000.0,0.02
159,1457335800.0,0.32
160,1457337600.0,0.0
161,1457339400.0,0.28
162,1457341200.0,0.23
163,1457343000.0,0.52
164,1457344800.0,0.13
165,1457346600.0,0.34
166,1457348400.0,0.37
167,1457350200.0,0.3
168,1457352000.0,0.03
169,1457353800.0,0.32
170,1457355600.0,0.3
171,1457357400.0,0.1
172,1457359200.0,0.62
173,1457361000.0,0.21
174,1457362800.0,0.29
175,1457364600.0,0.3
176,1457366400.0,0.25
177,1457368200.0,0.58
178,1457370000.0,0.23
