,Unixdatetime,values
0,1465084800.0,0.67
1,1465086600.0,0.14
2,1465088400.0,0.45
3,1465090200.0,0.02
4,1465092000.0,0.99
5,1465093800.0,1.07
6,1465095600.0,0.49
7,1465097400.0,0.45
8,1465099200.0,0.26
9,1465101000.0,0.31
10,1465102800.0,0.15
11,1465104600.0,0.82
12,1465106400.0,0.55
13,1465108200.0,0.51
14,1465110000.0,0.21
15,1465111800.0,0.35
16,1465113600.0,0.64
17,1465115400.0,0.62
18,1465117200.0,0.29
19,1465119000.0,0.46
20,1465120800.0,0.81
21,1465122600.0,0.72
22,1465124400.0,1.01
23,1465126200.0,0.45
24,1465128000.0,0.82
25,1465129800.0,0.26
26,1465131600.0,0.05
27,1465133400.0,0.19
28,1465135200.0,0.1
29,1465137000.0,0.68
30,1465138800.0,0.82
31,1465140600.0,0.13
32,1465142400.0,0.14
33,1465144200.0,0.04
34,1465146000.0,0.75
35,1465147800.0,0.5
36,1465149600.0,0.2
37,1465151400.0,0.72
38,1465153200.0,0.72
39,1465155000.0,0.06
40,1465156800.0,0.15
41,1465158600.0,0.3
42,1465160400.0,0.54
43,1465162200.0,0.3
44,1465164000.0,0.83
45,1465165800.0,0.07
46,1465167600.0,0.82
47,1465169400.0,0.09
