,Unixdatetime,values
0,1462838400.0,0.35
1,1462840200.0,0.26
2,1462842000.0,0.2
3,1462843800.0,0.28
4,1462845600.0,0.13
5,1462847400.0,0.38
6,1462849200.0,0.41
7,1462851000.0,0.28
8,1462852800.0,0.22
9,1462854600.0,0.26
10,1462856400.0,0.25
11,1462858200.0,0.4
12,1462860000.0,0.22
13,1462861800.0,0.75
14,1462863600.0,0.19
15,1462865400.0,0.06
16,1462867200.0,0.05
17,1462869000.0,0.1
18,1462870800.0,0.42
19,1462872600.0,0.61
20,1462874400.0,0.23
21,1462876200.0,0.17
22,1462878000.0,0.11
23,1462879800.0,0.42
24,1462881600.0,0.08
25,1462883400.0,0.15
26,1462885200.0,0.59
27,1462887000.0,0.14
28,1462888800.0,0.35
29,1462890600.0,0.13
30,1462892400.0,0.36
31,1462894200.0,0.13
32,1462896000.0,0.24
33,1462897800.0,0.01
34,1462899600.0,0.32
35,1462901400.0,0.06
36,1462903200.0,0.43
37,1462905000.0,0.7
38,1462906800.0,0.59
39,1462908600.0,0.0
40,1462910400.0,0.03
41,1462912200.0,0.2
42,1462914000.0,0.37
43,1462915800.0,0.32
44,1462917600.0,0.4
45,1462919400.0,0.04
46,1462921200.0,0.11
47,1462923000.0,0.42
