,Unixdatetime,values
0,1459987200.0,0.02
1,1459989000.0,0.24
2,1459990800.0,0.14
3,1459992600.0,0.14
4,1459994400.0,0.02
5,1459996200.0,0.24
6,1459998000.0,0.29
7,1459999800.0,0.05
8,1460001600.0,0.03
9,1460003400.0,0.11
10,1460005200.0,0.15
11,1460007000.0,0.11
12,1460008800.0,0.07
13,1460010600.0,0.09
14,1460012400.0,0.0
15,1460014200.0,0.47
16,1460016000.0,0.08
17,1460017800.0,0.22
18,1460019600.0,0.21
19,1460021400.0,0.27
20,1460023200.0,0.29
21,1460025000.0,0.05
22,1460026800.0,0.17
23,1460028600.0,0.48
24,1460030400.0,0.11
25,1460032200.0,0.06
26,1460034000.0,0.31
27,1460035800.0,0.05
28,1460037600.0,0.03
29,1460039400.0,0.2
30,1460041200.0,0.52
31,1460043000.0,0.08
32,1460044800.0,0.38
33,1460046600.0,0.48
34,1460048400.0,0.02
35,1460050200.0,0.14
36,1460052000.0,0.19
37,1460053800.0,0.8
38,1460055600.0,0.38
39,1460057400.0,0.15
40,1460059200.0,0.87
41,1460061000.0,0.4
42,1460062800.0,0.3
43,1460064600.0,0.2
44,1460066400.0,0.03
45,1460068200.0,0.13
46,1460070000.0,0.17
47,1460071800.0,0.48
