,Unixdatetime,values
0,1468800000.0,0.65
1,1468801800.0,0.44
2,1468803600.0,0.69
3,1468805400.0,1.23
4,1468807200.0,1.2
5,1468809000.0,0.01
6,1468810800.0,0.66
7,1468812600.0,0.42
8,1468814400.0,0.58
9,1468816200.0,0.51
10,1468818000.0,0.41
11,1468819800.0,0.6
12,1468821600.0,0.24
13,1468823400.0,0.6
14,1468825200.0,0.84
15,1468827000.0,0.35
16,1468828800.0,0.4
17,1468830600.0,0.12
18,1468832400.0,0.49
19,1468834200.0,0.57
20,1468836000.0,0.63
21,1468837800.0,0.62
22,1468839600.0,0.47
23,1468841400.0,0.14
24,1468843200.0,0.71
25,1468845000.0,0.04
26,1468846800.0,0.27
27,1468848600.0,0.4
28,1468850400.0,0.02
29,1468852200.0,0.64
30,1468854000.0,0.48
31,1468855800.0,0.42
32,1468857600.0,0.86
33,1468859400.0,0.13
34,1468861200.0,0.4
35,1468863000.0,0.14
36,1468864800.0,0.64
37,1468866600.0,0.61
38,1468868400.0,0.28
39,1468870200.0,0.12
40,1468872000.0,0.12
41,1468873800.0,0.42
42,1468875600.0,1.05
43,1468877400.0,0.48
44,1468879200.0,0.02
45,1468881000.0,0.58
46,1468882800.0,0.02
47,1468884600.0,0.35
48,1468886400.0,0.73
49,1468888200.0,0.44
50,1468890000.0,0.44
51,1468891800.0,0.34
52,1468893600.0,0.45
53,1468895400.0,0.47
54,1468897200.0,0.64
55,1468899000.0,0.52
56,1468900800.0,0.43
57,1468902600.0,0.17
58,1468904400.0,0.16
59,1468906200.0,0.07
60,1468908000.0,0.22
61,1468909800.0,1.02
62,1468911600.0,0.47
63,1468913400.0,0.18
64,1468915200.0,0.1
65,1468917000.0,0.25
66,1468918800.0,0.35
67,1468920600.0,0.96
68,1468922400.0,0.65
69,1468924200.0,0.44
70,1468926000.0,0.45
71,1468927800.0,0.42
72,1468929600.0,0.0
73,1468931400.0,0.36
74,1468933200.0,0.3
75,1468935000.0,1.12
76,1468936800.0,0.39
77,1468938600.0,0.94
78,1468940400.0,0.3
79,1468942200.0,0.15
80,1468944000.0,0.49
81,1468945800.0,0.16
82,1468947600.0,0.76
83,1468949400.0,0.21
84,1468951200.0,0.54
85,1468953000.0,0.76
86,1468954800.0,0.46
87,1468956600.0,0.04
88,1468958400.0,1.11
89,1468960200.0,0.18
90,1468962000.0,0.13
91,1468963800.0,0.29
92,1468965600.0,0.53
93,1468967400.0,0.84
94,1468969200.0,0.51
95,1468971000.0,0.44
96,1468972800.0,0.04
97,1468974600.0,0.13
98,1468976400.0,0.38
99,1468978200.0,0.33
100,1468980000.0,0.22
101,1468981800.0,0.56
102,1468983600.0,0.45
103,1468985400.0,0.25
104,1468987200.0,0.65
105,1468989000.0,0.5
106,1468990800.0,0.66
107,1468992600.0,0.25
108,1468994400.0,0.61
109,1468996200.0,0.27
110,1468998000.0,0.43
111,1468999800.0,0.38
112,1469001600.0,0.48
113,1469003400.0,0.59
114,1469005200.0,1.17
115,1469007000.0,0.7
116,1469008800.0,0.53
117,1469010600.0,0.26
118,1469012400.0,0.21
119,1469014200.0,0.13
120,1469016000.0,0.77
121,1469017800.0,0.1
122,1469019600.0,0.25
123,1469021400.0,0.45
124,1469023200.0,0.03
125,1469025000.0,0.24
126,1469026800.0,0.19
127,1469028600.0,0.28
128,1469030400.0,0.05
129,1469032200.0,0.95
130,1469034000.0,0.42
131,1469035800.0,0.65
132,1469037600.0,0.32
133,1469039400.0,0.96
134,1469041200.0,0.62
135,1469043000.0,0.47
136,1469044800.0,1.01
137,1469046600.0,0.38
138,1469048400.0,1.01
139,1469050200.0,0.66
140,1469052000.0,0.02
141,1469053800.0,0.79
142,1469055600.0,0.53
143,1469057400.0,0.19
144,1469059200.0,0.28
145,1469061000.0,0.8
146,1469062800.0,0.2
147,1469064600.0,0.07
148,1469066400.0,1.64
149,1469068200.0,1.0
150,1469070000.0,0.11
151,1469071800.0,0.52
152,1469073600.0,0.26
153,1469075400.0,0.63
154,1469077200.0,0.22
155,1469079000.0,0.36
156,1469080800.0,0.32
157,1469082600.0,0.94
158,1469084400.0,0.31
159,1469086200.0,0.02
160,1469088000.0,0.6
161,1469089800.0,0.86
162,1469091600.0,0.4
163,1469093400.0,0.27
164,1469095200.0,0.4
165,1469097000.0,0.2
166,1469098800.0,0.39
167,1469100600.0,0.72
168,1469102400.0,0.01
169,1469104200.0,0.25
170,1469106000.0,0.46
171,1469107800.0,0.05
172,1469109600.0,0.3
173,1469111400.0,0.15
174,1469113200.0,0.16
175,1469115000.0,0.82
176,1469116800.0,0.44
177,1469118600.0,0.48
178,1469120400.0,0.31
179,1469122200.0,0.13
180,1469124000.0,0.47
181,1469125800.0,0.77
182,1469127600.0,0.61
183,1469129400.0,0.57
184,1469131200.0,0.33
185,1469133000.0,0.23
186,1469134800.0,0.47
187,1469136600.0,0.22
188,1469138400.0,0.64
189,1469140200.0,1.13
190,1469142000.0,0.22
191,1469143800.0,0.37
