,Unixdatetime,values
0,1454112000.0,0.02
1,1454113800.0,0.03
2,1454115600.0,0.39
3,1454117400.0,0.22
4,1454119200.0,0.05
5,1454121000.0,0.46
6,1454122800.0,0.12
7,1454124600.0,0.46
8,1454126400.0,0.43
9,1454128200.0,0.21
10,1454130000.0,0.18
11,1454131800.0,0.12
12,1454133600.0,0.26
13,1454135400.0,0.07
14,1454137200.0,0.01
15,1454139000.0,0.53
16,1454140800.0,0.06
17,1454142600.0,0.38
18,1454144400.0,0.14
19,1454146200.0,0.66
20,1454148000.0,0.3
21,1454149800.0,0.28
22,1454151600.0,0.78
23,1454153400.0,0.37
24,1454155200.0,0.11
25,1454157000.0,0.94
26,1454158800.0,0.83
27,1454160600.0,0.77
28,1454162400.0,0.71
29,1454164200.0,0.41
30,1454166000.0,0.39
31,1454167800.0,0.64
32,1454169600.0,0.34
33,1454171400.0,0.32
34,1454173200.0,0.06
35,1454175000.0,0.23
36,1454176800.0,0.42
37,1454178600.0,0.15
38,1454180400.0,0.16
39,1454182200.0,0.78
40,1454184000.0,0.31
41,1454185800.0,0.02
42,1454187600.0,0.09
43,1454189400.0,0.15
44,1454191200.0,0.62
45,1454193000.0,0.69
46,1454194800.0,0.34
47,1454196600.0,0.44
48,1454198400.0,0.99
49,1454200200.0,0.18
50,1454202000.0,0.45
51,1454203800.0,0.03
52,1454205600.0,0.3
53,1454207400.0,1.07
54,1454209200.0,0.13
55,1454211000.0,0.3
56,1454212800.0,0.09
57,1454214600.0,0.09
58,1454216400.0,0.15
59,1454218200.0,0.56
60,1454220000.0,0.32
61,1454221800.0,0.26
62,1454223600.0,0.63
63,1454225400.0,0.26
64,1454227200.0,0.5
65,1454229000.0,0.27
66,1454230800.0,0.32
67,1454232600.0,0.29
68,1454234400.0,0.14
69,1454236200.0,0.07
70,1454238000.0,0.18
71,1454239800.0,0.75
72,1454241600.0,0.09
73,1454243400.0,0.41
74,1454245200.0,0.37
75,1454247000.0,0.84
76,1454248800.0,0.1
77,1454250600.0,0.01
78,1454252400.0,0.43
79,1454254200.0,0.73
80,1454256000.0,0.16
81,1454257800.0,0.31
82,1454259600.0,0.38
83,1454261400.0,0.36
84,1454263200.0,0.47
85,1454265000.0,0.14
86,1454266800.0,0.56
87,1454268600.0,0.57
88,1454270400.0,0.15
89,1454272200.0,0.15
90,1454274000.0,0.83
91,1454275800.0,0.28
92,1454277600.0,0.82
93,1454279400.0,0.07
94,1454281200.0,0.26
95,1454283000.0,0.38
