,Unixdatetime,values
0,1467849600.0,0.42
1,1467851400.0,0.01
2,1467853200.0,0.23
3,1467855000.0,0.72
4,1467856800.0,0.5
5,1467858600.0,0.7
6,1467860400.0,0.09
7,1467862200.0,0.98
8,1467864000.0,0.66
9,1467865800.0,0.7
10,1467867600.0,0.32
11,1467869400.0,0.01
12,1467871200.0,0.56
13,1467873000.0,0.33
14,1467874800.0,0.3
15,1467876600.0,0.05
16,1467878400.0,0.58
17,1467880200.0,1.21
18,1467882000.0,0.42
19,1467883800.0,0.14
20,1467885600.0,0.69
21,1467887400.0,0.36
22,1467889200.0,0.55
23,1467891000.0,0.7
24,1467892800.0,0.7
25,1467894600.0,0.22
26,1467896400.0,0.77
27,1467898200.0,0.65
28,1467900000.0,1.01
29,1467901800.0,0.45
30,1467903600.0,0.51
31,1467905400.0,0.12
32,1467907200.0,0.18
33,1467909000.0,0.18
34,1467910800.0,0.31
35,1467912600.0,0.25
36,1467914400.0,0.04
37,1467916200.0,0.17
38,1467918000.0,0.36
39,1467919800.0,0.44
40,1467921600.0,0.92
41,1467923400.0,0.81
42,1467925200.0,0.51
43,1467927000.0,0.23
44,1467928800.0,0.49
45,1467930600.0,0.32
46,1467932400.0,0.77
47,1467934200.0,0.47
48,1467936000.0,0.36
49,1467937800.0,1.28
50,1467939600.0,0.75
51,1467941400.0,0.04
52,1467943200.0,0.09
53,1467945000.0,0.86
54,1467946800.0,0.79
55,1467948600.0,0.3
56,1467950400.0,1.16
57,1467952200.0,1.08
58,1467954000.0,0.22
59,1467955800.0,0.36
60,1467957600.0,1.43
61,1467959400.0,0.73
62,1467961200.0,0.12
63,1467963000.0,0.71
64,1467964800.0,0.11
65,1467966600.0,0.19
66,1467968400.0,0.17
67,1467970200.0,0.03
68,1467972000.0,0.83
69,1467973800.0,0.22
70,1467975600.0,0.07
71,1467977400.0,0.27
72,1467979200.0,0.36
73,1467981000.0,1.24
74,1467982800.0,0.05
75,1467984600.0,0.64
76,1467986400.0,0.79
77,1467988200.0,0.34
78,1467990000.0,0.68
79,1467991800.0,0.84
80,1467993600.0,0.52
81,1467995400.0,0.48
82,1467997200.0,0.36
83,1467999000.0,0.57
84,1468000800.0,0.22
85,1468002600.0,0.38
86,1468004400.0,0.06
87,1468006200.0,0.57
88,1468008000.0,0.67
89,1468009800.0,0.76
90,1468011600.0,0.32
91,1468013400.0,0.07
92,1468015200.0,0.28
93,1468017000.0,1.34
94,1468018800.0,0.33
95,1468020600.0,0.28
96,1468022400.0,0.35
97,1468024200.0,0.44
98,1468026000.0,0.33
99,1468027800.0,0.12
100,1468029600.0,0.8
101,1468031400.0,0.88
102,1468033200.0,0.6
103,1468035000.0,0.2
104,1468036800.0,0.69
105,1468038600.0,0.05
106,1468040400.0,0.22
107,1468042200.0,0.05
108,1468044000.0,0.34
109,1468045800.0,0.17
110,1468047600.0,1.02
111,1468049400.0,0.33
112,1468051200.0,0.38
113,1468053000.0,0.35
114,1468054800.0,0.51
115,1468056600.0,0.17
116,1468058400.0,0.24
117,1468060200.0,0.67
118,1468062000.0,0.5
119,1468063800.0,0.93
120,1468065600.0,1.08
121,1468067400.0,0.47
122,1468069200.0,0.27
123,1468071000.0,0.83
124,1468072800.0,0.2
125,1468074600.0,0.08
126,1468076400.0,0.99
127,1468078200.0,0.23
128,1468080000.0,0.09
129,1468081800.0,0.2
130,1468083600.0,0.06
131,1468085400.0,0.51
132,1468087200.0,1.22
133,1468089000.0,0.29
134,1468090800.0,0.8
135,1468092600.0,0.62
136,1468094400.0,0.97
137,1468096200.0,0.15
138,1468098000.0,0.17
139,1468099800.0,0.94
140,1468101600.0,0.05
141,1468103400.0,0.42
142,1468105200.0,0.02
143,1468107000.0,0.63
144,1468108800.0,0.19
145,1468110600.0,0.66
146,1468112400.0,1.09
147,1468114200.0,0.24
148,1468116000.0,0.62
149,1468117800.0,0.86
150,1468119600.0,0.12
151,1468121400.0,0.04
152,1468123200.0,0.54
153,1468125000.0,0.24
154,1468126800.0,0.85
155,1468128600.0,0.82
156,1468130400.0,0.76
157,1468132200.0,0.57
158,1468134000.0,0.05
159,1468135800.0,0.32
160,1468137600.0,0.24
161,1468139400.0,0.15
162,1468141200.0,0.07
163,1468143000.0,0.93
164,1468144800.0,0.91
165,1468146600.0,0.01
166,1468148400.0,0.1
167,1468150200.0,0.08
168,1468152000.0,0.06
169,1468153800.0,0.95
170,1468155600.0,0.32
171,1468157400.0,0.19
172,1468159200.0,0.29
173,1468161000.0,1.27
174,1468162800.0,0.25
175,1468164600.0,0.14
176,1468166400.0,0.6
177,1468168200.0,0.27
178,1468170000.0,0.11
179,1468171800.0,0.57
180,1468173600.0,0.14
181,1468175400.0,0.11
182,1468177200.0,0.19
183,1468179000.0,0.62
184,1468180800.0,0.14
185,1468182600.0,0.35
186,1468184400.0,0.12
187,1468186200.0,0.63
188,1468188000.0,0.32
189,1468189800.0,0.65
190,1468191600.0,0.63
191,1468193400.0,0.59
192,1468195200.0,0.2
193,1468197000.0,0.33
194,1468198800.0,0.24
195,1468200600.0,0.18
196,1468202400.0,0.6
197,1468204200.0,0.69
198,1468206000.0,0.32
199,1468207800.0,0.01
200,1468209600.0,1.27
201,1468211400.0,0.51
202,1468213200.0,0.95
203,1468215000.0,0.23
204,1468216800.0,0.2
205,1468218600.0,0.34
