,Unixdatetime,values
0,1464912000.0,0.13
1,1464913800.0,0.13
2,1464915600.0,0.26
3,1464917400.0,0.14
4,1464919200.0,0.56
5,1464921000.0,0.44
6,1464922800.0,0.41
7,1464924600.0,0.6
8,1464926400.0,0.53
9,1464928200.0,0.46
10,1464930000.0,0.92
11,1464931800.0,0.39
12,1464933600.0,0.11
13,1464935400.0,0.32
14,1464937200.0,0.12
15,1464939000.0,0.86
16,1464940800.0,0.0
17,1464942600.0,0.34
18,1464944400.0,0.59
19,1464946200.0,0.15
20,1464948000.0,0.48
21,1464949800.0,0.16
22,1464951600.0,1.09
23,1464953400.0,0.31
24,1464955200.0,0.17
25,1464957000.0,0.25
26,1464958800.0,0.86
27,1464960600.0,0.8
28,1464962400.0,0.91
29,1464964200.0,0.47
30,1464966000.0,0.11
31,1464967800.0,0.04
32,1464969600.0,1.0
33,1464971400.0,0.3
34,1464973200.0,0.33
35,1464975000.0,0.46
36,1464976800.0,0.85
37,1464978600.0,0.07
38,1464980400.0,0.05
39,1464982200.0,0.87
40,1464984000.0,0.4
41,1464985800.0,0.44
42,1464987600.0,0.62
43,1464989400.0,0.32
44,1464991200.0,0.27
45,1464993000.0,0.54
46,1464994800.0,0.77
47,1464996600.0,0.15
48,1464998400.0,0.9
49,1465000200.0,0.32
50,1465002000.0,0.5
51,1465003800.0,0.69
52,1465005600.0,0.19
53,1465007400.0,1.01
54,1465009200.0,0.72
55,1465011000.0,0.58
56,1465012800.0,0.25
57,1465014600.0,0.12
58,1465016400.0,0.49
59,1465018200.0,0.33
60,1465020000.0,0.39
61,1465021800.0,0.55
62,1465023600.0,0.38
63,1465025400.0,0.03
64,1465027200.0,0.61
65,1465029000.0,0.78
66,1465030800.0,0.46
67,1465032600.0,0.48
68,1465034400.0,0.51
69,1465036200.0,0.51
70,1465038000.0,0.13
71,1465039800.0,0.65
72,1465041600.0,0.61
73,1465043400.0,0.06
74,1465045200.0,0.08
75,1465047000.0,0.3
76,1465048800.0,0.36
77,1465050600.0,0.45
78,1465052400.0,0.28
79,1465054200.0,0.21
80,1465056000.0,0.69
81,1465057800.0,0.23
82,1465059600.0,0.21
83,1465061400.0,0.15
84,1465063200.0,0.2
85,1465065000.0,0.0
86,1465066800.0,0.6
87,1465068600.0,0.65
88,1465070400.0,0.91
89,1465072200.0,0.95
90,1465074000.0,1.17
91,1465075800.0,0.55
92,1465077600.0,0.07
93,1465079400.0,0.47
94,1465081200.0,0.57
95,1465083000.0,0.38
