,Unixdatetime,values
0,1460160000.0,0.44
1,1460161800.0,0.08
2,1460163600.0,0.09
3,1460165400.0,0.06
4,1460167200.0,0.5
5,1460169000.0,0.11
6,1460170800.0,0.31
7,1460172600.0,0.57
8,1460174400.0,0.45
9,1460176200.0,0.08
10,1460178000.0,0.23
11,1460179800.0,0.18
12,1460181600.0,0.39
13,1460183400.0,0.47
14,1460185200.0,0.33
15,1460187000.0,0.36
16,1460188800.0,0.23
17,1460190600.0,0.08
18,1460192400.0,0.21
19,1460194200.0,0.23
20,1460196000.0,0.37
21,1460197800.0,0.04
22,1460199600.0,0.27
23,1460201400.0,0.2
24,1460203200.0,0.18
25,1460205000.0,0.17
26,1460206800.0,0.14
27,1460208600.0,0.08
28,1460210400.0,0.15
29,1460212200.0,0.58
30,1460214000.0,0.13
31,1460215800.0,0.61
32,1460217600.0,0.67
33,1460219400.0,0.05
34,1460221200.0,0.52
35,1460223000.0,0.02
36,1460224800.0,0.3
37,1460226600.0,0.17
38,1460228400.0,0.36
39,1460230200.0,0.26
40,1460232000.0,0.37
41,1460233800.0,0.41
42,1460235600.0,0.44
43,1460237400.0,0.23
44,1460239200.0,0.32
45,1460241000.0,0.18
46,1460242800.0,0.23
47,1460244600.0,0.05
