,Unixdatetime,values
0,1470441600.0,0.4
1,1470443400.0,0.26
2,1470445200.0,0.4
3,1470447000.0,0.23
4,1470448800.0,0.59
5,1470450600.0,0.02
6,1470452400.0,0.69
7,1470454200.0,1.07
8,1470456000.0,0.13
9,1470457800.0,0.48
10,1470459600.0,1.44
11,1470461400.0,0.34
12,1470463200.0,0.1
13,1470465000.0,0.45
14,1470466800.0,0.17
15,1470468600.0,0.42
16,1470470400.0,0.58
17,1470472200.0,0.4
18,1470474000.0,0.15
19,1470475800.0,0.17
20,1470477600.0,0.2
21,1470479400.0,0.35
22,1470481200.0,1.04
23,1470483000.0,0.03
24,1470484800.0,0.97
25,1470486600.0,0.47
26,1470488400.0,0.62
27,1470490200.0,0.04
28,1470492000.0,0.76
29,1470493800.0,0.96
30,1470495600.0,0.56
31,1470497400.0,0.67
32,1470499200.0,0.61
33,1470501000.0,0.17
34,1470502800.0,0.35
35,1470504600.0,0.27
36,1470506400.0,0.1
37,1470508200.0,0.31
38,1470510000.0,0.18
39,1470511800.0,0.46
40,1470513600.0,0.58
41,1470515400.0,0.33
42,1470517200.0,0.28
43,1470519000.0,0.85
44,1470520800.0,0.25
45,1470522600.0,0.21
46,1470524400.0,0.09
47,1470526200.0,0.4
48,1470528000.0,0.45
49,1470529800.0,0.17
50,1470531600.0,0.02
51,1470533400.0,0.44
52,1470535200.0,0.67
53,1470537000.0,0.6
54,1470538800.0,0.48
55,1470540600.0,0.21
56,1470542400.0,0.7
57,1470544200.0,0.81
58,1470546000.0,0.41
59,1470547800.0,1.08
60,1470549600.0,0.06
61,1470551400.0,0.57
62,1470553200.0,0.28
63,1470555000.0,0.1
64,1470556800.0,0.18
65,1470558600.0,0.21
66,1470560400.0,0.41
67,1470562200.0,0.14
68,1470564000.0,0.47
69,1470565800.0,0.76
70,1470567600.0,0.22
71,1470569400.0,0.34
72,1470571200.0,0.26
73,1470573000.0,0.11
74,1470574800.0,0.3
75,1470576600.0,0.43
76,1470578400.0,0.31
77,1470580200.0,0.52
78,1470582000.0,0.69
79,1470583800.0,0.72
80,1470585600.0,0.24
81,1470587400.0,0.35
82,1470589200.0,0.12
83,1470591000.0,0.24
84,1470592800.0,0.2
85,1470594600.0,0.32
86,1470596400.0,0.15
87,1470598200.0,0.08
88,1470600000.0,0.29
89,1470601800.0,0.78
90,1470603600.0,0.62
91,1470605400.0,0.41
92,1470607200.0,0.48
93,1470609000.0,0.82
94,1470610800.0,0.11
95,1470612600.0,0.19
96,1470614400.0,0.19
97,1470616200.0,0.4
98,1470618000.0,0.58
99,1470619800.0,0.33
100,1470621600.0,0.31
101,1470623400.0,0.76
102,1470625200.0,0.16
103,1470627000.0,0.69
104,1470628800.0,0.46
105,1470630600.0,0.18
106,1470632400.0,0.81
107,1470634200.0,0.46
108,1470636000.0,0.66
109,1470637800.0,0.24
110,1470639600.0,0.35
111,1470641400.0,0.55
112,1470643200.0,0.17
113,1470645000.0,0.21
114,1470646800.0,0.85
115,1470648600.0,0.53
116,1470650400.0,0.22
117,1470652200.0,0.37
118,1470654000.0,0.46
119,1470655800.0,0.57
120,1470657600.0,0.33
121,1470659400.0,0.17
122,1470661200.0,0.14
123,1470663000.0,0.07
124,1470664800.0,0.11
125,1470666600.0,0.78
126,1470668400.0,0.18
127,1470670200.0,0.05
128,1470672000.0,0.15
129,1470673800.0,0.17
130,1470675600.0,0.63
131,1470677400.0,0.01
132,1470679200.0,0.72
133,1470681000.0,0.06
134,1470682800.0,0.01
135,1470684600.0,0.53
136,1470686400.0,0.46
137,1470688200.0,0.61
138,1470690000.0,0.02
139,1470691800.0,0.63
140,1470693600.0,0.78
141,1470695400.0,0.6
142,1470697200.0,0.22
143,1470699000.0,0.52
